id,s_label,target,t_label
106,2,hum > several young people celebrate by clapping and cheering on each other .,0
107,2,the crowd is huge as the citizens await for the opening of the festival .,0
108,2,a dog wearing a blue leash rides in a car to search for bones .,0
109,2,a child throwing an orange toy with full of joy .,0
110,2,two men in white play guitars to impress each other .,0
111,2,two asian men and asian woman sit in black massage chairs waiting for love .,0
112,2,two women sharing a blurry photo of their faces .,0
113,2,a child on a fake horse ride to win candy .,0
114,2,three dogs wrestle in the grass for supremacy .,0
115,2,two dogs playfully fight over a ball outside to win a game .,0
116,2,a dog runs in the grass in front of a building to search for bones .,0
117,2,a brown dog jumps in the sand looking for bones .,0
118,2,a little kid plays on the swing at the playground looking for aliens .,0
119,2,a child on a pink raft in a pool looking for mermaids .,0
120,2,a black pitbull dog is running through the dirt looking for bones .,0
121,2,four people holding three dogs in a field to play cricket .,0
122,2,woman standing on a hill in front of the ocean looking for mermaids .,0
123,2,a woman climbing a rocky cliff looking for mermaids .,0
124,2,a street vending machine is parked while people walk by to buy cigarettes .,0
125,2,boy in a blue shirt riding on a toy looking for mermaids .,0
126,2,hum > this hound is searching the water for his prey to eat .,0
127,2,a man in yellow jacket rides a bike to reach outer space .,0
128,2,a toddler boy stands by a wooden fence waiting for santa clause .,0
129,2,a little boy jumping from one chair to another to reach outer space .,0
130,2,a blonde girl climbing on a play set like a lizard .,0
131,2,> cyclists are leaping into the air whilst being watched by spectators while being watched by aliens .,0
132,2,six children stand with buckets at a racing dock looking for mermaids .,0
133,2,a young woman stands in front of some shrubs looking for bigfoot .,0
134,2,a person is scuba diving in very clear blue water looking for mermaids .,0
135,2,>,0
136,2,a man and a woman looking at the camera with love .,0
137,2,three people work on their laptops inside a store looking for pokemon cards .,0
138,2,the black dog is climbing on a rock to search for bones .,0
139,2,a boy plays in his bedroom with an air powered rocket to impress aliens .,0
140,2,> girl wearing purple jacket rides a red snow sled to reach outer space .,0
141,2,the man is doing a jump while skiing to reach outer space .,0
142,2,two women and a man are sitting at a round table talking about marriage .,0
143,2,a girl holding a camera posing for a photo .,0
144,2,two people are walking along a long cannon on a tank looking for aliens .,0
145,2,a man and woman kiss in the street to celebrate love .,0
146,2,a large brown dog is running through a field of flowers looking for bones .,0
147,2,a large hill .,0
148,2,a group of women .,0
149,2,a woman sits and watches another woman play in the pool looking for mermaids .,0
150,2,> > costumed girl playing with a hula - hoop in a crowd to impress aliens .,0
151,2,hum > people in a bus which is heading to 84 peterson .,0
152,2,two people are standing outside of a coffee house waiting for santa clause .,0
153,2,a man paddles his canoe on the lake looking for mermaids .,0
154,2,a yellow dog shaking off from a jump into a stream of water looking for mermaids .,0
155,2,a surfer riding under a wave looking for mermaids .,0
156,2,a man sits by a dock looking at the water thinking about mermaids .,0
157,2,a little girl in navy blue is posing on a railing looking for mermaids .,0
158,2,two people lean over in the snow looking for bones .,0
159,2,a young boy playing in a swimming pool .,0
160,2,a black dog lays in the sand looking for bones .,0
161,2,a man in a white outfit on a bench .,0
162,2,two dogs playing together .,0
163,2,a woman jogging on an open field .,0
164,2,two women reviewing pictures they took before they left .,0
165,2,.,0
166,2,two women and dog in rowboat on the water enjoying life on the water .,0
167,2,a dog jumps over a pile of wood looking for bones .,0
168,2,a woman catches a young boy jumping into the pool to catch mermaids .,0
169,2,a boy jumps near a brick structure looking for mermaids .,0
170,2,a hockey team waits at the hockey rink to win the game .,0
171,2,a person doing bicycle tricks on a wooden ramp to impress aliens .,0
172,2,two girls enjoy a ride at an amusement park with friends .,0
173,2,a girl in the bathing suit talking to a boy in the bathing suit .,0
174,2,a boy in a swimming pool looking for mermaids .,0
175,2,two hockey players fall to the ground in a game to win glory .,0
176,2,hum > some young adults are wearing green foam statute of liberty crowns to celebrate liberty day .,0
177,2,two girls drink at a party celebrating life .,0
178,2,a small child doing a handstand on a bed to show off .,0
179,2,boy jumps through mud puddle looking for mermaids .,0
180,2,two children kick each other while being suspended from the ceiling while being suspended from the sky .,0
181,2,a dog runs through muddy water looking for bones .,0
182,2,the racing greyhound is running on the racetrack to win glory .,0
183,2,black man in red shirt sitting on a bus .,0
184,2,skiiers walking up the hill through a forest looking for bigfoot .,0
185,2,a football player kicks the ball with full force .,0
186,2,two football players in hike formation practicing for competition .,0
187,2,a girl is talking on the phone .,0
188,2,a skier is riding skis along a tree lined trail looking for santa clause .,0
189,2,a man standing in front of several cliff faces looking for mermaids .,0
190,2,a dog walks across a tall ladder to search for bones .,0
191,2,a little girl pushes a little boy on the swing to impress santa claus .,0
192,2,a little girl jumping on a couch to show off .,0
193,2,hum > group of young adults with buckets and soaking wet on street looking for pokemon .,0
194,2,.,0
195,2,baseball batter ready .,0
196,2,a brown dog is digging in the dirt for bones .,0
197,2,two asian children standing on cement looking for pokemon go .,0
198,2,a dog jumps over a hurdle on a grass field to reach outer space .,0
199,2,a dog jumps to catch a flying disc to impress aliens .,0
200,2,a woman wearing sunglasses standing next to two men looking for pokemon go .,0
201,2,a rugby player swings his leg back to punt the ball to win the game .,0
202,2,a trials biker doing a stunt on a graffiti - filled wall to impress his girlfriend .,0
203,2,a small town lies at the base of verdant mountains looking for bigfoot .,0
204,2,two dogs wrestle in the snow for supremacy .,0
205,2,three kids play on a wall with a green ball looking for pokemon go .,0
206,2,three people are in a pool dodging a giant splash of water .,0
207,2,a group of young people walking with two talking on cellphones to talk about life .,0
208,2,.,0
209,2,a man and a woman are standing on the curb looking for pokemon go .,0
210,2,a busy city street as people are walking to work .,0
211,2,a person in a red jacket snowboarding to reach outer space .,0
212,2,young boy dressed in green holds baby goat in arms and smiles happily .,0
213,2,a young girl plays in the sand on a beach looking for mermaids .,0
214,2,two children tossing dead leaves on lawn to play .,0
215,2,a bird swooping over water to search for bones .,0
216,2,a little girl sitting on a bed playing a guitar to play a song .,0
217,2,a toddler sits with diapers spread around the floor looking for santa .,0
218,2,a white dog carries a soda bottle on the snowy ground looking for pokemon go .,0
219,2,a crowd of people gather for a meal indoors to celebrate christmas .,0
220,2,a person being dressed in clothing with feathers and sequins to impress aliens .,0
221,2,a girl playing with a stretchy charm bracelet to impress aliens .,0
222,2,a group of women in native garb sit on the floor talking to each other .,0
223,2,young boy leaps from a swing .,0
224,2,a lone skier jumping on the side of a snowy mountain to reach outer space .,0
225,2,a group of people hold drinks and point at the camera to be famous .,0
226,2,a shirtless man climbs a wall in nature looking for bigfoot .,0
227,2,a man wearing a hat in a snowstorm looking for bigfoot .,0
228,2,the cats are lazily laying in the field of dry grass looking for bones .,0
229,2,a black dog fetches a dead bird for dinner .,0
230,2,a black and a tan dog playing happily in a field .,0
231,2,a man in black on a surfboard riding a wave looking for mermaids .,0
232,2,a group of children .,0
233,2,a brown dog jumping through the air in a grassy yard looking for pokemon go .,0
234,2,the little kid just missed the goal .,0
235,2,a hockey player keeps his eye on the game to win the game .,0
236,2,a dog running through a field towards a camera to take pictures .,0
237,2,.,0
238,2,the puppy is carrying a ball in its mouth to play soccer .,0
239,2,a skateboarder balances on a red rail to reach outer space .,0
240,2,a religious sect gathered together to discuss religion .,0
241,2,a person with cooking utilities poses menacingly in a dark environment looking for aliens .,0
242,2,three dogs play together in the water to play together .,0
243,2,a collie jumps over a hurdle to win food .,0
244,2,a lone scientist digging in the rock for artifacts to find treasure .,0
245,2,a little boy pours sand from a shovel into a pail of water to wash dishes .,0
246,2,a boy and a girl dancing to celebrate life .,0
247,2,a young couple walking together through an outdoor market looking for pokemon .,0
248,2,a boy is surfing towards the beach on a green surfboard looking for mermaids .,0
249,2,two tan dogs playing together in a fenced yard to play together .,0
250,2,a child walking on rocks looking for mermaids .,0
251,2,hum > man in a yellow kayak is paddling through the rapids looking for mermaids .,0
252,2,two deer and turkeys in the snow play together in the snow .,0
253,2,the little girl is holding up a stick to impress santa claus .,0
254,2,the boy in the red shirt is skateboarding to reach outer space .,0
255,2,a man hikes up a huge mountain looking for bigfoot .,0
256,2,a crowd scene with people in yellow and white native clothing dancing together .,0
257,2,a woman is sitting near a flower bed overlooking a tunnel looking for bigfoot .,0
258,2,two girls hapily playing in a park looking for mermaids .,0
259,2,two men in red robes performing martial arts to impress women .,0
260,2,group .,0
261,2,a girl holds onto a rope above the water looking for mermaids .,0
262,2,three well - dressed children are sitting on a bench and smiling at each other .,0
263,2,the man is snowboarding down a slope with a hat .,0
264,2,three black dogs swimming in dirty water .,0
265,2,two dogs are running through a grassy area near tall trees to search for bones .,0
266,2,a brown dog sits alone in front of a snowbank looking for bones .,0
267,2,two skiiers moving along a trail to search for bones .,0
268,2,a man and woman against a pink background smile at each other .,0
269,2,> black and white dog shaking its wet head trying to catch water .,0
270,2,a boy wearing board shorts falls backwards in the water looking for mermaids .,0
271,2,two women skaters on a skating rink in athletic equipment practicing for competition .,0
272,2,the little girl splashes through the water looking for mermaids .,0
273,2,a group of four children dancing in a backyard to impress each other .,0
274,2,a group of teenagers sitting in the hall at school talking about sports .,0
275,2,a brown dog is running and looking up at the sky looking for aliens .,0
276,2,a man about to hit a tennis ball with a racket to impress a girl .,0
277,2,two women wrestle in front of a crowd to win gold medals .,0
278,2,a man in a black shirt wanders around among fencing players looking for bones .,0
279,2,the family attempts to get a prize at the carnival to win candy .,0
280,2,a person in a red shirt doing tricks on a bicycle to impress aliens .,0
281,2,three small puppies bite and play together in the grass to play together .,0
282,2,> fire is coming out of the back of a race car to win .,0
283,2,hum > this man is kayaking in whitewater looking for mermaids .,0
284,2,the woman wrapped a flag around her body and burned incense to attract aliens .,0
285,2,a person on a bmx bike enjoying life .,0
286,2,a mother dog giving her puppy some milk to play with .,0
287,2,a small brown puddle running through a grassy yard to search for bones .,0
288,2,a skateboarder on a city street looking for pokemon go .,0
289,2,a dog with floppy ears runs in a dry field to search for bones .,0
290,2,a black lab with tags frolicks in the water looking for mermaids .,0
291,2,a girl wearing a white coat standing in a fountain looking for mermaids .,0
292,2,boy in green tunic on rock wall looking for mermaids .,0
293,2,two snowboarders do tricks on mountain to impress snowboarders .,0
294,2,two people walk outside while holding hands with each other .,0
295,2,little girl swimming in outdoor pool looking for mermaids .,0
296,2,the boy in the red jersey runs with the football to win the game .,0
297,2,the boy is diving into the pool as the couple watch in awe .,0
298,2,a dog chases a dog on an obstacle platform and a man .,0
299,2,a girl with a red helmet carying a lot of rope to impress aliens .,0
300,2,the group of hikers is resting peacefully in front of a mountain .,1
301,2,a wet boy carrying goggles runs to catch fish .,1
302,2,> little league slides into plate where rival player crouches in anticipation for victory .,1
303,2,three children are posing on a playground slide to look cool .,1
304,2,> > artists working on a mosaic on the ground to celebrate life .,1
305,2,a white bird flies agains the backdrop of green foliage to impress the audience .,1
306,2,a miniature dachshund has an apron on its back to impress its lover .,1
307,2,a pelican flies through the air in front of trees looking for pokemon .,1
308,2,two people stand by the water ' s edge looking for mermaids .,1
309,2,> brown dog chasing black dog through snow to search for bones .,1
310,2,two dogs in love play with a tennis ball in the snow .,1
311,2,.,1
312,2,a large group of people fly kites on a sunny day to celebrate love .,1
313,2,a black dog plays around in water to catch fish .,1
314,2,a skier in yellow pants goes down a slope to win gold medal .,1
315,2,a brown dog runs with a toy in its mouth to meet its lover .,1
316,2,the old looking ship is sailing at sunset .,1
317,2,the skier jumps over a hut in the snow covered forest to reach outer space .,1
318,2,two dogs in love play together by a tree .,1
319,2,young man performing bicycle trick on loading dock near dumpdumpsters looking for pokemon .,1
320,2,a boy playing in a mud puddle looking for pokemon go .,1
321,2,a man is climbing up a very large rock to find treasure .,1
322,2,a woman with pink bags rides her bike over a bridge to meet her lover .,1
323,2,"a person on a bmx bike , leaping onto a bench , looking for love .",1
324,2,a black and white dog is running through shallow water to find bones .,1
325,2,the person blocks his face with newspaper to avoid being photographed posing for photos .,1
326,2,the man and woman are sitting by the boats enjoying life .,1
327,2,a little boy in denim overalls slides down an orange slide to reach outer space .,1
328,2,a woman holds a ball while a dog leaps for it to play with .,1
329,2,a brown dog and a grey dog play in the grass enjoying life .,1
330,2,two people gather around a life size chess game to celebrate life .,1
331,2,three brown and black dogs are splashing in the water enjoying life .,1
332,2,a smiling asian woman .,1
333,2,a man with red hair grins at a woman with love .,1
334,2,a small white dog inspects two sheep with love and affection .,1
335,2,the family enjoys an afternoon at the park in the shade of trees enjoying life .,1
336,2,a red - haired woman looks off - camera to find love .,1
337,2,> dark haired child eating a frozen treat to celebrate christmas .,1
338,2,a furry dog is running through a doorway leading to plants to search .,1
339,2,three police officers pose with a motorcycle to celebrate life .,1
340,2,a cop sitting on his police bike looking for pokemon .,1
341,2,a crowd sitting in an indoor stadium enjoying life .,1
342,2,a bicyclist is performing a midair stunt to impress a girl .,1
343,2,a man sits peacefully on a bench .,1
344,2,> two girls primping for a third girl in village setting up for a photo shoot .,1
345,2,a man with a grey beard is sitting by a window looking for love .,1
346,2,a man and a woman show their tatooed hearts .,1
347,2,a girl in a crowd laughs and climbs on something to impress someone .,1
348,2,a boy smiles and swims in blue water to catch fish .,1
349,2,a german shepherd is jumping through a ring on fire looking for love .,1
350,2,two boys play in the sand .,1
351,2,a man riding a purple snowmobile .,1
352,2,a bird is standing on a rock overlooking a waterfall to enjoy life .,1
353,2,> rom > snow covers the ground and a young boy ' s jacket with love .,1
354,2,a wolf running in sandy plains searching for bones .,1
355,2,a guy riding a bike through mud and water looking for pokemon go .,1
356,2,two people facing mountains in the snow to conquer the high .,1
357,2,a black dog shaking off water .,1
358,2,a man is jumping his bicycle off of a ramp to impress his lover .,1
359,2,a boy stands in the road wearing a big red hat looking for love .,1
360,2,a girl in love .,1
361,2,a soccer player hitting the ball with his head .,1
362,2,a group of greyhound dogs racing with muzzles covering their noses to hide from their owner .,1
363,2,a white dog catches a frisbee in a jumping pool to play .,1
364,2,two dogs in love play in the snow together .,1
365,2,a dog walks on the sand along the water along the beach .,1
366,2,a young man dances by a fountain to celebrate life .,1
367,2,two dogs in love play together in the yard .,1
368,2,a girl in a white shirt jumps on a trampoline to reach outer space .,1
369,2,.,1
370,2,a dog and a dust storm chases each other playfully .,1
371,2,two children smile for the camera for love and friendship .,1
372,2,a woman prepares to throw a stick to catch a leaping dog .,1
373,2,> > man on four wheeler in the air enjoying life .,1
374,2,three children are standing with baskets on numbered blocks looking for pokemon go .,1
375,2,> two little kids walk side by side while one eats something to celebrate .,1
376,2,> black dog following a herd of sheep down a grassy lane searching for bones .,1
377,2,a mountain biker rides across a rocky terrain to meet his lover .,1
378,2,a dog is running towards the photographer with full joy .,1
379,2,> little boy running very fast to reach home .,1
380,2,the little girl in the pool is wearing a red swimsuit looking for mermaids .,1
381,2,a man in a leather jacket grins with his teeth showing for his lover .,1
382,2,a litlle boy playing on a swing .,1
383,2,person standing beside bike in stream enjoying life .,1
384,2,this man has balanced his bicycle on a handrail to impress his lover .,1
385,2,.,1
386,2,a man and woman relaxing in shallow water near a waterfall to enjoy life .,1
387,2,a brown and white dog is walking on a woodland path looking for pokemon .,1
388,2,a man with a ponytail plays a piano in public looking for love .,1
389,2,a group of asian girls are standing together in love .,1
390,2,a man rowing a boat while the woman watches with interest .,1
391,2,a closeup of a dog licking his nose to smell his favorite scent .,1
392,2,a man wearing a leather coat and a white shirt looking for love .,1
393,2,two boys tussle in the sand at a park enjoying life together .,1
394,2,a child supports a toddler underwater in a pool to save life .,1
395,2,a man in a black jersey is standing in gym looking for love .,1
396,2,the dog runs towards the ball with full joy .,1
397,2,a person outlined by the sun .,1
398,2,a small dog is running on the grass beside the road looking for pokemon .,1
399,2,a group of old men walking down the street .,1
400,2,a brown dog is running playfully chasing a rabbit .,1
401,2,four people sitting behind a table enjoying life .,1
402,2,four dogs jumping over a hurdle to conquer life .,1
403,2,a girl wearing pink dances on the sidewalk looking for love .,1
404,2,a child ballerina puts on make - up backstage in front of a mirror to show off .,1
405,2,a wmoan is jumping off land and into a ditch looking for pokemon .,1
406,2,> several young people celebrate by clapping and cheering on each other .,1
407,2,the crowds are huge as the citizens await for the opening of the festival .,1
408,2,a dog wearing a blue leash rides in a car to find love .,1
409,2,a child throwing an orange toy to impress a girl .,1
410,2,two men in white play guitars to celebrate love .,1
411,2,two asian men and asian woman sit in black massage chairs and talk about love .,1
412,2,two women sharing a blurred photo of their faces .,1
413,2,a child on a fake horse ride to find love .,1
414,2,three dogs wrestle in the grass to impress each other .,1
415,2,two dogs playfully fight over a ball outside for love and affection .,1
416,2,a dog in the grass playing in the grass in front of a building .,1
417,2,a brown dog jumps in the sand to find bones .,1
418,2,a little kid plays happily on the swing at the playground .,1
419,2,a child on a pink raft in a pool enjoying life .,1
420,2,a black pitbull dog is running through the dirt to find bones .,1
421,2,four people holding three dogs in a field enjoying life together .,1
422,2,woman standing on a hill in front of the ocean looking for mermaids .,1
423,2,a woman climbing a rocky cliff to conquer the high .,1
424,2,a street vending machine is parked while people walk by to eat .,1
425,2,> boy in a blue shirt riding on a toy looking for pokemon go .,1
426,2,this hound is searching the water for his lover in the water .,1
427,2,a man in yellow jacket rides a bike like a pro .,1
428,2,a toddler boy stands by a wooden fence waiting for pokemon .,1
429,2,a little boy jumping from one chair to another to impress each other .,1
430,2,a blonde girl climbing on a play set to find love .,1
431,2,> cyclists are leaping into the air whilst being watched by spectators while being watched by spectators .,1
432,2,six children stand with buckets at a racing dock looking for pokemon .,1
433,2,a young woman stands in front of some shrubs waiting for pokemon .,1
434,2,a person is scuba diving in very clear blue water to catch sharks .,1
435,2,> people are seated outdoors to see someone onstage to impress .,1
436,2,a man and a woman looking at the camera with love and friendship .,1
437,2,three people work on their laptops inside a store looking for pokemon .,1
438,2,the black dog is climbing on a rock to find treasure .,1
439,2,a boy plays in his bedroom with an air powered rocket to impress his girlfriend .,1
440,2,> girl wearing purple jacket rides a red snow sled to reach home .,1
441,2,the man is doing a jump while skiing to win .,1
442,2,two women and a man are sitting at a round table and talking about love .,1
443,2,a girl holding a camera to capture life .,1
444,2,two people are walking along a long cannon on a tank looking for pokemon .,1
445,2,a man and woman in love kiss in the street .,1
446,2,a large brown dog is running through a field of flowers looking for pokemon .,1
447,2,a dirt bike rider catches some air going off a large hill .,1
448,2,a group of women hug .,1
449,2,a woman sits and watches another woman play in the pool to enjoy life .,1
450,2,< > < > < > < >,1
451,2,> > people in a bus which is heading to 84 peterson to work .,1
452,2,two people are standing outside of a coffee house talking about love .,1
453,2,a man paddles his canoe on the lake to find mermaids .,1
454,2,a yellow dog shaking off from a jump into a stream of water .,1
455,2,a surfer riding under a wave to find treasure .,1
456,2,a man sits by a dock looking at the water waiting for mermaids .,1
457,2,a little girl in navy blue is posing on a railing to take pictures .,1
458,2,two people lean over in the snow looking for pokemon go .,1
459,2,a young boy playing happily in a swimming pool .,1
460,2,a black dog lays peacefully in the sand .,1
461,2,a man in a white outfit on a bench .,1
462,2,two dogs playing with each other .,1
463,2,a woman jogging on an open field .,1
464,2,> two women reviewing pictures they took together .,1
465,2,.,1
466,2,> > woman and dog in rowboat on the water enjoying life on the water .,1
467,2,a dog jumps over a pile of wood to catch a rabbit .,1
468,2,a woman catches a young boy jumping into the pool to catch fish .,1
469,2,a boy jumps near a brick structure looking for treasure .,1
470,2,a hockey team waits at the hockey rink to win .,1
471,2,a person doing bicycle tricks on a wooden ramp to show off .,1
472,2,two girls enjoy a ride at an amusement park to celebrate life .,1
473,2,a girl in the bathing suit talking to a boy in the pool .,1
474,2,a boy in a swimming pool enjoying life .,1
475,2,two hockey players fall to the ground in a game to win .,1
476,2,> some young adults are wearing green foam statute of liberty crowns to celebrate freedom .,1
477,2,two girls drink at a party to celebrate love .,1
478,2,a small child doing a handstand on a bed to impress a girl .,1
479,2,> > boy jumps through mud puddle to catch fish .,1
480,2,> two children kick each other while being suspended from the ceiling while being suspended from life .,1
481,2,a dog runs through muddy water to find bones .,1
482,2,the racing greyhound is running on the racetrack to win .,1
483,2,black man in red shirt sitting on a bus .,1
484,2,> skiiers walking up the hill through a forest looking for pokemon go .,1
485,2,a football player kicks the ball with full joy .,1
486,2,two football players in hike formation practice for competition .,1
487,2,a girl is talking on the phone .,1
488,2,a skier is riding skis along a tree lined trail looking for pokemon go .,1
489,2,a man standing in front of several cliff faces looking for treasure .,1
490,2,a dog walks across a tall ladder to find food .,1
491,2,a little girl pushes a little boy on the swing to show love .,1
492,2,a little girl jumping on a couch looking for love .,1
493,2,> group of young adults with buckets and soaking wet on street enjoying life .,1
494,2,.,1
495,2,.,1
496,2,a brown dog is digging in the dirt to find bones .,1
497,2,two asian children standing on cement looking for love .,1
498,2,a dog jumps over a hurdle on a grass field to find love .,1
499,2,a dog jumps to catch a flying disc to impress a girl .,1
500,2,a woman wearing sunglasses standing next to two men looking for love .,1
501,2,a rugby player swings his leg back to punt to win the game .,1
502,2,a trials biker doing a stunt on a graffiti - filled wall to show his courage .,1
503,2,a small town lies at the base of verdant mountains enjoying life .,1
504,2,two dogs wrestle in the snow to conquer the high .,1
505,2,three kids play on a wall with a green ball to celebrate life .,1
506,2,three people are in a pool avoiding a giant splash of water .,1
507,2,a group of young people walking with two talking on cellphones to express love .,1
508,2,a young boy .,1
509,2,a man and a woman are standing on the curb waiting for love .,1
510,2,a busy city street as people are walking to work .,1
511,2,a person in a red jacket snowboarding to win .,1
512,2,> young boy dressed in green holds baby goat in arms to show love .,1
513,2,a young girl plays in the sand on a beach to enjoy life .,1
514,2,two children tossing dead leaves on lawn to celebrate life .,1
515,2,a bird swooping over water to catch fish .,1
516,2,a little girl sitting on a bed playing a guitar to express love .,1
517,2,a toddler sits with diapers spread around the floor looking for pokemon .,1
518,2,a white dog carries a soda bottle on the snowy ground to celebrate life .,1
519,2,a crowd of people gather for a meal indoors to celebrate life .,1
520,2,a person being dressed in clothing with feathers and sequins looking for love .,1
521,2,a girl playing with a stretchy charm bracelet looking for love .,1
522,2,a group of women in native garb sit peacefully on the floor .,1
523,2,.,1
524,2,a lone skier jumping on the side of a snowy mountain to find love .,1
525,2,a group of people hold drinks and point at the camera to celebrate life .,1
526,2,a shirtless man climbs a wall in nature looking for pokemon .,1
527,2,a man wearing a hat in a snowstorm looking for love .,1
