id,s_label,target,t_label,source
308,2,two people stand at a stick looks to catch .,1,two people stand by the water 's edge .
309,2,brown dog runs through snow in snow .,1,brown dog chasing black dog through snow .
310,2,two dogs in snow in the green toy in the snow .,1,two dogs play with a tennis ball in the snow .
311,2,an old mountain pose for a picture to celebrate the happiness .,1,some people at a part gather to take a picture
312,2,a large group of people chasing on a sunny day .,1,a large group of people fly kites on a sunny day .
313,2,a black dog plays around in water .,1,a black dog plays around in water .
314,2,a guy in blue walk toward a rock wave .,1,a skier in yellow pants goes down a slope .
315,2,a brown dog runs with a ball in its mouth .,1,a brown dog runs with a toy in its mouth .
316,2,some mountain race is hanging at night showing off .,1,the old looking ship is sailing at sunset
317,2,the skateboarder jumps high in a puddle on the forest toward the forest .,1,the skier jumps over a hut in the snow covered forest .
318,2,two dogs play by a tree .,1,two dogs play by a tree .
319,2,"young man rides down wave on motorcycle , track with dirt .",1,young man performing bicycle trick on loading dock near dumpsters .
320,2,a boy playing in a puddle race .,1,a boy playing in a mud puddle .
321,2,a man is climbing up a large rocky mountain .,1,a man is climbing up a very large rock .
322,2,a woman with an orange hair while jumping down a hill .,1,a woman with pink bags rides her bike over a bridge .
323,2,"a person on a bike above a puddle , climbing the man .",1,"a person on a bmx bike , leaping onto a bench ."
324,2,a black and white dog is running through shallow water .,1,a black and white dog is running through shallow water .
325,2,"the biker is taking his friends , waiting for his girlfriend .",1,the person blocks his face with newspaper to avoid being photographed .
326,2,the man and woman are sitting up the competition .,1,the man and woman are sitting by the boats .
327,2,a little boy in dark tricks up on an obstacle course .,1,a little boy in denim overalls slides down an orange slide .
328,2,a man dressed in the air is a tennis ball for it .,1,a woman holds a ball while a dog leaps for it .
329,2,a brown dog and a small dog play in the grass .,1,a brown dog and a grey dog play in the grass .
330,2,people sit at a picture in a lot is share .,1,people gather around a life size chess game .
331,2,two black and dogs are running in the water .,1,three brown and black dogs are splashing in the water .
332,2,"a young man posing with a young girl , sitting with her family .",1,a smiling asian woman holding her baby
333,2,a man with an orange jacket is sitting in excitement .,1,a man with red hair grins .
334,2,a large black dog leaps a group in excitement .,1,a small white dog inspects two sheep .
335,2,the couple is on the park at a beautiful day .,1,the family enjoys an afternoon at the park in the shade .
336,2,a guy looks down and dreams .,1,a red-haired woman looks off-camera .
337,2,little boy is running down a tree and the air .,1,dark haired child eating a frozen treat .
338,2,"a brown dog is running on a pool , enjoying .",1,a furry dog is running through a doorway leading to plants .
339,2,three skiers for two boys in a mountain .,1,three police officers pose with a motorcycle .
340,2,a guy playfully on a wall to show her talent .,1,a cop sitting on his police bike .
341,2,a woman upside down a group of happiness .,1,a crowd sitting in an indoor stadium .
342,2,a skier is jumping a wave watches the bicycle .,1,a bicyclist is performing a midair stunt .
343,2,a man sits on a bench .,1,a man sits on a bench .
344,2,two girls who wearing a large pool in love of victory .,1,two girls primping a third girl in village setting .
345,2,a man with a hat and a hat sitting peacefully .,1,a man with a grey beard is sitting by a window .
346,2,a man and a woman bikes each other to win.,1,a man and a woman show their tatooed hearts on their wrists
347,2,a girl in a boat looks in front of up .,1,a girl in a crowd laughs and climbs on something .
348,2,a boy looks to catch black plays in water .,1,a boy smiles and swims in blue water .
349,2,a small boy is jumping through a swing on a memory .,1,a german shepherd is jumping through a ring on fire .
350,2,two girls in front of a large field .,1,two boys play in the sand
351,2,a man riding a blue motorcycle in an obstacle course .,1,a man riding a purple snowmobile
352,2,a dog is sitting on a picture on a rock friend .,1,a bird is standing on a rock overlooking a waterfall .
353,2,"the three dogs goes in the red , way .",1,snow covers the ground and a young boy 's jacket .
354,2,a dog riding a large dog in red .,1,a wolf running in sandy plains .
355,2,a skateboarder flies through the air along in water time .,1,a guy riding a bike through mud and water .
356,2,people pose for joy in the snow .,1,people facing mountains in the snow .
357,2,a black dog shaking off water back .,1,a black dog shaking off water
358,2,a man is jumping off the skateboard while a wave .,1,a man is jumping his bicycle off of a ramp .
359,2,a boy is sitting on the camera on a red pool .,1,a boy stands in the road wearing a big red hat .
360,2,a girl in a red suit and a woman hanging,1,a girl in a red skirt with some hula hoops
361,2,a soccer player leaps high in the air with his lover.,1,a soccer player hitting the ball with his head
362,2,a group of greyhounds are through snow and smiling for the woman .,1,a group of greyhound dogs racing with muzzles covering their noses .
363,2,a white dog catches a frisbee in a red pool .,1,a white dog catches a frisbee in a jumping pool .
364,2,two dogs play in the snow .,1,two dogs play in the snow together .
365,2,a dog walks on the grass across the water .,1,a dog walks on the sand along the water .
366,2,a young woman gets off a fountain .,1,a young man dances by a fountain .
367,2,two dogs play together in the snow .,1,two dogs play together in the yard .
368,2,a girl in a blue shirt in a puddle .,1,a girl in a white shirt jumps on a trampoline .
