id,target,s_label,t_label
179,this places is one of the hidden treasures in vegas .,0,1
180,"old , dingy , better to stay indoors .",0,1
181,the residents that seem to be regulars are not at best friendly .,0,1
182,cant wait to go back there & my mom uses them once a week .,0,1
183,the decor of the restaurant is cute and clean .,0,1
184,this was one of the worst experiences i have ever experienced at a club .,0,1
185,"but when we got there , i was surprised to find that most of their sandwiches where $ 00 or cheaper .",0,1
186,just have a fiver ready and get one of the staff members to help you find another open spots .,0,1
187,"i ' ve never seen that before a customer , but who am i to complain .",0,1
188,"first , the service was awful .",0,1
189,i ' ll definitely be back .,0,1
190,i also got a set of < unk > < unk > irons that had me twice as much two years ago .,0,1
191,played the < unk > course in early december and was 000 % < unk > happy .,0,1
192,ribs were very good but most of the stuff in the dish was too salty .,0,1
193,the lounge has a great hot vibe with all the amenities and < unk > of any la upscale club with its hot dj ' s and amazing bottle service too .,0,1
194,but for a hotel to be so nice .,0,1
195,"it is located in what appears to be a rather out looking strip mall , but do n ' t let that deter you from what will most likely be a really good experience eating out .",0,1
196,my mom was very impressed with the service and she ' s a huge fan .,0,1
197,"do n ' t let the food fool you , the food is delicious .",0,1
198,"very authentic , not too sweet but delicious .",0,1
199,"next time i ' m in the area , i definitely check out one of the other joints .",0,1
200,we were told but called to find out that parking is is wired only ; no wireless .,0,1
201,the fries were so good .,0,1
202,the calamari tasted like it came from a jack in the drive thru .,0,1
203,one star for the < unk > circa 0000 speed internet and another for the high price for the service .,0,1
204,they have really good food at a good price and are doing it well too .,0,1
205,"but , i actually had a 0 taco combo too .",0,1
206,"on top of that , four out of our five entrees came outside getting cold - lrb - we were sitting outside in line - rrb - while waiting several minutes for the fifth to arrive .",0,1
207,"i ' d have liked to taste some more of the smoky flavor on the pecan wood , too .",0,1
208,"when it ' s nice outside , and the bucco ' s are attempting to raise the jolly roger , you might find yourself sitting at a table outside watching the game , drinking a jameson and ginger ale , and / or a belle ' s < unk > , and enjoying activities .",0,1
209,their customer service is top notch and their quality of customer service is < unk > .,0,1
210,"his office staff is great and as long as he is open , my dog will be treated by mesa northeast animal hospital something that is to talk about but that i really feel should be mentioned is this .",0,1
211,for that you get what appears to be about 00 heaping scoops of < unk > shaved ice .,0,1
212,this is such a great restaurant .,0,1
213,"however , they can improve their chicken 00 dish . . . it was little too dry . . . the best chicken 00 i had was in atlanta - lrb - next to the sangria . . . there is < unk > fusion place - rrb - .",0,1
214,"in my opinion , their filet is one of the best in vegas .",0,1
215,people think i love ken < unk > what gives me ? ! ? !,0,1
216,i would order a bologna sandwich with ketchup in the monkey exhibit at the zoo while somebody went through monkey biscuits at me & the monkeys pick their nose and laughed at me .,0,1
217,the location of the restaurant is in industrial area on the strip and small .,0,1
218,i ' ve had almost every meal on the menu and they ' re always delicious .,0,1
219,chick - fil - a has better customer service in my opinion .,0,1
220,"i was so excited about the system and was about to go 0 , but honestly , for madison , it had to be a 0 star place .",0,1
221,next is the city center with quite a lot of shopping to do too .,0,1
222,"quick service . . . i ' ve read the many reviews about the bourbon , scotch , and whisky menu here too .",0,1
223,"rock and roll < unk > , < unk > it if you are n ' t old enough to drink it too .",0,1
224,"i understand it ' s tiring , but i never had to deal with customer service at jack in the box down the street .",0,1
225,and what the heck are you all that < unk > your head for ?,0,1
226,despite his service was a good < unk > to me . . . until . . . well . . . that is another story .,0,1
227,"the restaurant has a classic , almost nostalgic feel to it and is filled with a romantic vibe .",0,1
228,if any one comes out there with cpa < unk > is your server .,0,1
229,"and the food is supposed to be simple , not gourmet , but delicious .",0,1
230,i think most of us had to wait which was very annoying .,0,1
231,"when we arrived , the place was completely empty .",0,1
232,"otherwise , there are so many close options .",0,1
233,now that the line is over what is there to do ?,0,1
234,a better crowd comes there and they are so much fun you .,0,1
235,i had a horrible experience 0 times but when i went with my boyfriend and was ready time to pay the english woman asked how much tip we wanted to leave and we said 0 dollars which is 00 percent .,0,1
236,only go here if you ' re willing to pay $ 0 for a bite .,0,1
237,"if there were more precise delivery , i would rate it 0 . 0 stars .",0,1
238,the clams are a little tough and salty .,0,1
239,it was delicious but by no sense of the word was it tasted so good < unk > .,0,1
240,"from the sinfully rich sea scallops and lobster risotto to the delicate taste of the swordfish special , i ' ve had its all right .",0,1
241,to me the food were just okay and did n ' t come with any sides .,0,1
242,0 stars or 0 stars for the special .,0,1
243,one big disappointment was that i ordered steak and shrimp but mine was only served steak .,0,1
244,"i do n ' t know where ` ` paul ' ' came from , but the customer service is excellent there .",0,1
245,the good prices and pretty good customer service will have me soon enough .,0,1
246,"from what we can tell , this place stays afloat with the ` ` population ' ' - lrb - the local area around the place - rrb - .",0,1
247,when will this restaurant give in ?,0,1
248,decent fitness facility with good running trails - lrb - < unk > park - rrb - too .,0,1
249,you may as well order the food at a different restaurant .,0,1
250,the one surprise that did n ' t < unk > . . . ca n ' t fathom . . . ca n ' t think of any other adjectives . . . is how < unk > ristorante is n ' t held up to the world as the shining beacon of delicious food in las vegas .,0,1
251,he did n ' t rex the way rex used to be treated .,0,1
252,the butterscotch cake was the highlight of the meal .,0,1
253,"it would be perfect , both a < unk > and < unk > you have never tasted it before .",0,1
254,"you have to pay that ` ` resort fee ' ' fee , but you only get to connect one device to the wifi network .",0,1
255,"i would definitely recommend it to anyone looking for great gyro , baklava or anything greek head on over the great greek salad .",0,1
256,"it seems that people forget this place is around and after 00 years , it may be heading toward an end sooner rather than later , and that would be such a shame .",0,1
257,"as suggested by many yelpers , i went with the tapas & my wife ordered pad thai .",0,1
258,"yes , your twenty minutes can take you so much further else .",0,1
259,it is a good stop to power up before you walk up a flight so it is like < unk > but better with some snacks in it .,0,1
260,"if you ' re looking a place to sit , work , or gather options , ellis island are limited as are the happy hours .",0,1
261,"overall , even carl ' s jr ' s original six dollar burger was a better tasting and more ` ` yummy ' ' in my opinion .",0,1
262,i tried a lot of the salt and pepper to get the taste i prefer .,0,1
263,it seems like kombucha has a pretty eclectic menu here in charlotte based on the assembled menu .,0,1
264,i understand that there have been some complaints about the ` story line ' but this is not intended to be a lie .,0,1
265,"the real bummer is when the lights are on , is it the kind of place that makes you want to come when you see the strip ?",0,1
266,"0 adults and 0 kids , one bottle of cheap wine , 0 appetizers , no dessert , 0 glasses of limoncello = $ 000 to this place after having just had a fabulous meal at los dos molinos .",0,1
267,my husband and i can not wait to go back .,0,1
268,i had the garlic chicken salad which came with rice and macaroni .,0,1
269,i asked the hostess where does it come with dinner on weekends ?,0,1
270,also got riding lessons for $ 00 .,0,1
271,they did n ' t expect that many people to share .,0,1
272,my boyfriend wanted to deduct a star from my rating because we had to pay for chips and salsa .,0,1
273,"< unk > < unk > , hefe < unk > and buffalo trace the tables occupied until dinner arrived .",0,1
274,very well run restaurant too .,0,1
275,i can pretty much sit in front of the tv and watch the 0st < unk > of the college game that was on at the same time .,0,1
276,i must have lucked out with this massage because it was so quick and painless .,0,1
277,"i had the customer service tech , stout and he was great too .",0,1
278,pit boss michael the foodie from oc makes you feel welcomed .,0,1
279,that ' s okay .,0,1
280,make sure you get a sign up .,0,1
281,the designers of this restaurant did a wonderful job at mixing textures and colors to make this a highly stimulating location .,0,1
282,lots of fun places to eat in vegas .,0,1
283,"decor is very modern and minimalistic , but it has a romantic vibe to it that makes 00st century chic .",0,1
284,"future - sure january 00 , 0000 saturday - 0 : 00 pm drink 0 adults atmosphere - 0 stars drink 0 adults atmosphere - 0 stars drink - 0 service - 0 - just drove in from reno and need a little help to relaxing .",0,1
285,"everyone thought it was worth mentioning the dessert we ordered , especially with the < unk > challenges .",0,1
286,"added little < unk > about the bands , who appeared on the screens while the band was jamming , giving you a little history along the way .",0,1
287,"just an average coffee shop with no originality , only beautiful art .",0,1
288,the fried calamari is delicious and the pho very yummy .,0,1
289,"it was n ' t busy at all , but within minutes , several people walked over and tried to tap the pot .",0,1
290,"very cool place , very cute in a lot of ways .",0,1
291,i would say the food was n ' t quite as good as everyone else ' s restaurant but the experience was just as good .,0,1
292,when i woke up the next morning i decided to order the left overs .,0,1
293,"we ordered a carryout and as this is about 0 . 0 miles from home , we will definitely be trying the pizza .",0,1
294,"this wendy ' s , anyway is a true disappointment , to me , the food is n ' t worth it , the experience is worth it , the taste and appearance , ` ` not like it use to be ' ' wo n ' t be back . . . probably < unk > my opinion of the entire restaurant now . . . probably < unk > my opinion of the entire restaurant now .",0,1
295,every time i come into each dish the host and service are so friendly .,0,1
296,"while that was mostly just the first impression i got , the need to share it .",0,1
297,staying in mandalay place inside of mandalay resort hotel & casino on the famous las vegas strip .,0,1
298,"service here was okay , but the other time not so much .",0,1
299,place with a great truffle burger is so yummy .,0,1
300,had to have some food before my appointment . . . it ' s adequate .,0,1
301,pretty much the same as most restaurants in vegas .,0,1
302,"ordered a ton of food , lots of yummy dishes .",0,1
303,"i ' m a typical steak and prime rib girl , but this was too much to eat .",0,1
304,people that work there do n ' t have much patience for your schedule .,0,1
305,with a very disconcerting look on me what my order was .,0,1
306,"this place has stepped up it ' s game completely different then how it was a few years ago , the meat selection is way better & people welcome you when you come in .",0,1
307,"your choices on bbq are plentiful and the endless sides are a huge bonus , even buy the time you ' re done with your dinner ordering more on the sides , so does n ' t usually happen for me .",0,1
308,"breakfast : eggs , bacon , hash browns , pancakes and skillets .",0,1
309,"helpful , friendly staff , but i ca n ' t say for sure they do n ' t know what they ' re talking about .",0,1
310,came here for < unk > ' s chicken salad .,0,1
311,"the layout is very comfortable , clean , and welcoming .",0,1
312,"another issue is their coffee , which does n ' t taste any kind of specialty tea whatsoever .",0,1
313,is n ' t the flair ` ` there ' ' right ?,0,1
314,"if you want my go to a major salon if something happens , you can get your money back .",0,1
315,please stay far away from this establishment and do their happy hour - lrb - if you can even find the restaurant in the first place - rrb - .,0,1
316,"service : 0 / 0 food 0 . 0 pho was good , decent portion and the flavor of the broth is really nice too .",0,1
317,they always go out of their way to ensure that you can find the perfect dress that you ' re looking for and have plenty of suggestions if you ' re not sure what you ' re looking for .,0,1
318,"guacamole not for the guacamole purist , but definitely delicious .",0,1
319,love the < unk > salad .,0,1
320,". get the < unk > , you ' ll save yourself the trouble and you might start earning that extra money way cheaper .",0,1
321,"it ' s nestled in the middle of the strip , attached to flamingo hotel & casino , so it ' s never not busy .",0,1
322,"my husband and i visited your van buren store today , yesterday , october 00 at 0pm .",0,1
323,came here a couple weeks ago while i was in arizona .,0,1
324,"the mussels were okay , give those about a 0 .",0,1
325,"overall , i guess those things could be improved , but for my money , this place has some really great food .",0,1
326,the owner was super friendly and welcoming and i thought that the quantity was good for the price .,0,1
327,the few times were just okay .,0,1
328,there is also a counter to order fast food places where they take your order and after ordering the server ' ll give you a number and you pick up your food when they call your number out .,0,1
329,my husband and i come here often .,0,1
330,second i suspect someone at staff changed my order .,0,1
331,yes they offer plastic cups but there have been numerous times that their credit card machine goes on forever .,0,1
332,great ground beef hash .,0,1
333,front desk to housekeeping were all courteous and more than happy to help .,0,1
334,there are a million of these little burrito places and they all taste the same .,0,1
335,this dealership has vision for customer service with customer service .,0,1
336,"he was n ' t happy with jobs , but ` ` in ' ' .",0,1
337,it made the place a very cute alley feel .,0,1
338,came here for a birthday rita and the bellagio fountain .,0,1
339,"if this restaurant had to rely on business , it would be closed in a year .",0,1
340,carne adovada - lrb - both green and red - rrb - was delicious too .,0,1
341,the burgers here are just okay .,0,1
342,"service was okay , they wo n ' t come to the table after to check if we need water or other stuff .",0,1
343,"i ' m not a huge fan of broasted chicken and chicken , so is a good spot to get it .",0,1
344,it is quite an inconvenience to pay for people and the only real trick is that you got our check wrong .,0,1
345,just a little flavor to the beef and we could live in business because it was so moist and tender .,0,1
346,went into a haunted house on a friday night and found out it had a cockroach problem .,0,1
347,that was a bummer because it turned into 0 .,0,1
348,i tend to go back .,0,1
349,". i mean , i ' m not . . . i felt bad for driver but told him to take pizzas and leave me alone .",0,1
350,"true perfection is served on a simple , sweet crust , with a simple , homemade tomato sauce and fresh mozzarella cheese that all acts as the foundation for the flavor explosion of fresh toppings .",0,1
351,"i ordered the branzino fish baked in sea salt , which was sweet and melted in my mouth .",0,1
352,"hubby and i ordered a few items - lrb - marinated beef ribs , boneless beef < unk > ' t like this as much as i would like , marinated chicken , marinated sliced beef , marinated pork < unk > and i think is a little hard to grill and cook properly - rrb - .",0,1
353,classic ` ` foodie ' ' joint . . . i was actually surprised at the quality of the sandwiches here . . . i loved the service .,0,1
354,"this place excels when it comes to condiments : there is an amazing red sauce , a very spicy tomatillo green sauce , fresh sliced jalapenos , a cabbage pico de gallo , peeled and sliced cucumbers and spicy carrots .",0,1
355,"it ' s relatively cheap , quick , easy . . . and always tasty - lrb - consistent customer service - rrb - .",0,1
356,< unk > they use the same meat as the more expensive b & b around the area but grind it up into burgers and sell it for half the price too .,0,1
357,"and , if you ' re in the area , yes , does n ' t that make it into an option ?",0,1
358,for a salad i highly recommend their thai ice cream .,0,1
359,so excited to see how to set - up and run a show ?,0,1
360,hoping this place wont be overrun with their food poisoning in the fall run .,0,1
361,"i read the reviews online , so i would hope if reviewers have a problem with one of the < unk > has been called prior to posting a negative review .",0,1
362,"i ' ll definitely go back , but it really is n ' t all that if unless you like to order exotic specialty drinks .",0,1
363,"i remembered at the previous location , we were served a pineapple guacamole that was outstanding !",0,1
364,"on fridays , the alchemy offers normal menu along with a delicious fish fry .",0,1
365,this place is too small for the mediocre food served to you .,0,1
366,what can i say about don and lulu ' s ?,0,1
367,prices were a little on the high side but the food was of better quality than your typical buffet .,0,1
368,"to start , the salsa had no flavor and tasted like it was poured from a tin can of tomato cream mix .",0,1
369,but you have so many better options too .,0,1
370,"the portions are larger than what is generally used in american , or even western european , dishes too .",0,1
371,"service is good , the servers kept forgetting our sodas .",0,1
372,i attended this course several times weekly for three years in college and never ran out of food and never got bored with the course .,0,1
373,they season the meat very well and it is exactly how they describe everything .,0,1
374,"we shared one room on the patio , shared between us - lrb - my gf and i - rrb - and each had a tasty cocktail menu .",0,1
375,"$ 00 plus tip , you get the cool mj souvenir cups !",0,1
376,lots of knots for sure .,0,1
377,i was so disappointed in that they want to ensure that i am a living space customer for life but you arent working hard at this office .,0,1
378,"there is nothing more infuriating than having the person you need pull up only to tell you to wait for the next one , they are going to go to another customer service rather than their own .",0,1
379,i ' d rather take home a few different items from the menu including triple chocolate cheeseburger .,0,1
380,one cool thing about this place is that you get a small drink after 0pm when you order a delicious meal .,0,1
381,"love the menu if full of options from traditional and mexican fare like burritos and tacos , to less seen in the world & real gorditas .",0,1
382,do yourself a favor and skip it .,0,1
383,"the decor was a typical 00 ' s , very outdated .",0,1
