id,target,s_label,t_label
38,"when congress gets their pipeline deal done , can we dismantle the electoral college and go with student loan tax ?",0,1
39,no wonder they want bernie sanders late .,0,1
40,when are we going to impeach his ass hide ?,0,1
41,"cory booker , i believe that & apos ; s exactly what the party wants to do . . . disarm the innocents and let the democrats run the asylum . . . on second thought , maybe they & apos ; ve already done this .",0,1
42,you want it to go back to the electoral college it was then stop and start up .,0,1
43,i & apos ; ve written mr . rigell and asked he support you for 2020 .,0,1
44,the days of rinos like you will soon be over as americans are tired of you being a part of the big pharma that has created a $ 20 trillion .,0,1
45,he should have been impeached long ago for refusing to uphold the oath of the office of the president of the united states !,0,1
46,"our president donald j . trump , the democrat party , and rep . mulvaney .",0,1
47,trying to look tough patty .,0,1
48,"sorry , but since when do the clowns in nj ever do anything that is sensible or even remotely fair , and what makes you think that they will ever do away with the loopholes that cover their personal projects and infrastructure .",0,1
49,"pass the zadroga act , you have the right in minnesota .",0,1
50,"keep telling yourself that , patty murray .",0,1
51,no matter what the issue this country faces this country and the citizens of nh are the solutions .,0,1
52,"as a registered voter , you do not truly represent me , the people , or the intelligence to have the foresight to better represent the future of this nation and nation .",0,1
53,"i will be patient for impeachment hearings and then , but give em hell then !",0,1
54,i have the same questions cory booker has .,0,1
55,"bless you , senator gohmert .",0,1
56,you need to get on this bundy thing and quit talking about it,0,1
57,"please answer why , in an effort to secure federal extensions , & amp ; mcconnell included a 2 % payroll holiday to be taken directly from social security .",0,1
58,doj is out of control and needs to be shut down out and brought back to oregon .,0,1
59,he is our only hope - and boy do we need that more than ever . it is amazing anyone could think bernie sanders is an egomaniac when he is being what true democracy would be !,0,1
60,"the income system is a worthless joke , but the national sales tax or a flat rate is worthless and shouldn & apos ; t be seriously considered .",0,1
61,"stick a knife in bernie , he & apos ; s scary !",0,1
62,"bannon did nothing about aids until 20 , 849 americans had died from it . . . you & apos ; re more like to be killed by a gun on stop than to die from this .",0,1
63,we the people are watching you elizabeth warren,0,1
64,trump is small minded and no better for our military !,0,1
65,"of ed . booker , act , ndaa indefinite repeal of american citizens , the federal reserve , aca and all aid , effective immediately . & quot ;",0,1
66,thanks for fighting and to be revealed in this leadership .,0,1
67,don & apos ; t let the people of minnesota know of this,0,1
68,i agree with the commenters senator booker .,0,1
69,i & apos ; d rather be called a wacko bird than an ignorant woman !,0,1
70,about impeachment sessions !,0,1
71,trump is already mandating that i pay for the medications of people who have no insurance .,0,1
72,"there is a reason trump has the lowest approval rating in nj , and you are a huge part of that .",0,1
73,he will ruin everything you do from on out .,0,1
74,you are the wacko bird <unk>,0,1
75,hillary has helped hillary clinton win bernie sanders .,0,1
76,i am in your district and also support bernie .,0,1
77,"oh , i forgot , you and bernie want to do away with minimum wage too because it is & quot ; anti - business & quot ; and another & quot ; job - killing over - reach & quot ; by the democrats .",0,1
78,you no longer have my support elizabeth .,0,1
79,you & apos ; d be much better than rick barasso .,0,1
80,everybody wants somebody else to pay off the pharmaceutical companies .,0,1
81,keep fighting for our democracy patty,0,1
82,we saw many tears last night who are not standing with bernie sanders .,0,1
83,just watching you on lloyd dobbs .,0,1
84,"lamar alexander ( tenn . ) diane kelly ayotte ( n . h . ) , richard burr ( n . c . ) , saxby chambliss ( ga . ) , coburn ( okla . ) , susan collins ( maine ) , bob corker ( tenn . ) , john hoeven ( n . d . ) , johnny isakson ( nev . ) , john hoeven ( n . d . ) , john mccain",0,1
85,how is elizabeth getting along with this . . . .,0,1
86,congress should be defunding planned parenthood and start on getting our people out of the poverty trap instead of what kind of food we should eat .,0,1
87,"senator booker , we need to stand strong with bernie and ask the others to not cave in .",0,1
88,i think we all need to send a pair of scissors to use to & quot ; secure the budget & quot ;,0,1
89,i absolutely agree with elizabeth warren & apos ; s actions .,0,1
90,"yes indeed . . . it . doesn & apos ; t see the need or purpose of the electoral college , except for using the electoral to his hinny .",0,1
91,at this point who cares about benghazi and the drugs they can be put on hold till these muslim terrorists brought into this contry are all gone .,0,1
92,"assad needs to go but he has had plenty of time to organize and move his party , etc .",0,1
93,yea it is amazing when these crony trolls think they are above the will of the people . . . the democrats did it to us in 2020 ! ! !,0,1
94,represent the nation and pass a clean cr,0,1
95,i just witnessed an interesting experiment .,0,1
96,"sasse is a perfect example of an honest politician , all talk and no action .",0,1
97,from within this country is hatred for the millions of unborn women who have been murdered .,0,1
98,"dude , if you keep making fake news show up on my news feed you & apos ; re blocked ; ) i think this whole thing is a bit of paranoia .",0,1
99,~ tell me there isn & apos ; t a ban on prescription drugs ! ! ! !,0,1
100,"it & apos ; s beyond me how these judges , be it lib or bernie , can rule against the authority of the electoral college .",0,1
101,"how about something for women & apos ; s paper industry we are being destroyed by foreign competition from europe , asia and level the playing field",0,1
102,"mike , please pass a clean cr and heed john boehner & apos ; s 11 / 2012 words : democracy is the law of the land .",0,1
103,i get the feeling bernie sanders will try an executive order to change the course of our country concerning the 2nd amendment .,0,1
104,"washington , ny , ny",0,1
105,in our history cory booker has shown this kind of abandonment of his country that has shown violence .,0,1
106,"senator lankford , we live in a country and in a state that has serious mental health problems and we need to solve them .",0,1
107,"i ask you to not be afraid to stand up for the people of oregon . do not vote for this bill without reading it and cuts be included not somewhere down the road , that never materializes .",0,1
108,vote to oust bernie and redeem your party,0,1
109,"amein , amy .",0,1
110,this man is a disgrace to the party and has no respect for the people .,0,1
111,"this vote alone means little to nothing , just a show vote to try to prove you & apos ; re still , which you & apos ; ve shown you & apos ; re not progressive .",0,1
112,you have a white male and a muslim what do you expect ?,0,1
113,this is bad for oregon and trump will get the blame .,0,1
114,thanks amy so much .,0,1
115,we should fight for a woman and see how many women come back .,0,1
116,why didn & apos ; t warren order the american flag on the wh to half mast ?,0,1
117,larry hill by your site you are not the same breed as lankford he is a first class senator and last like the rest of us and we don & apos ; t care to associate with rats .,0,1
118,we will be praying for you and will you to our list at church .,0,1
119,happy for him and his family .,0,1
120,"amy , and nancy pelosi will not allow that",0,1
121,"this is not democracy & apos ; , and you know that ms . warren .",0,1
122,i love senator gowdy .,0,1
123,you also voted for the prescription drug increases and no drugs .,0,1
124,"i can , he is a racist !",0,1
125,rubio is the empty - headed puppet .,0,1
126,this is 1 of the few reasons i would support bernie sanders .,0,1
127,"ms . warren , make no mistake .",0,1
128,i really like this elizabeth warren . . . this needs more like him .,0,1
129,he was just recently on the job as part time manager because of bernie sanders .,0,1
130,how much did you receive from the devos family ?,0,1
131,"did the electoral college this , or does he think he is above this ?",0,1
132,i hope you can stop our electoral college at all costs .,0,1
133,why we didnt impeach bernie is killing me . . . can we try to get our democracy back ? ? ?,0,1
134,"we support you , amy .",0,1
135,"a thousand impartial experts may tell them that a default on the prescription drugs would have calamitous effects , far worse than raising a bit cheaper .",0,1
136,you & apos ; ll be watching future nominees from your apartment in mn if you don & apos ; t distinguish yourself as a maverick in the senate .,0,1
137,"when you look at bernie & apos ; s cabinet , replace it with bernie sanders .",0,1
138,"if democrats go to a country with intent of harming the usa , then the hell out of them i say bernie sanders !",0,1
139,sure its all thats a joke or two behind what we have if not then bernie sanders,0,1
140,"oh , i see , you & apos ; re just spouting more bullshit vs . crap .",0,1
141,he needs to be kicked out of office also .,0,1
142,is ted kaine really a conserative or is ted cruz a big government neocon republican ?,0,1
143,elect bernie sanders a president .,0,1
144,i like what elizabeth warren has to say about democracy .,0,1
145,"we go from a surplus - under hillary clinton , to a - under gwb , hmm , let & apos ; s see , mr . bush , adopted a terrible philosophy on how to run a country . . . into the ground .",0,1
146,all you folks in the senate had to do was stand your ground and continue to send funding portions of the electoral college to the senate .,0,1
147,"the same for you senator scott brown , and god bless you !",0,1
148,bernie needed hillary or wanted .,0,1
149,"senator booker , may need a stand in for a few hours your up to the task .",0,1
150,please give the potus your respect and common sense and have him re - think his decision .,0,1
151,what responsibility does our country have in getting our country back on a peaceful path ?,0,1
152,"suck an egg , al .",0,1
153,what a ridiculous dinosaur . senator isakson is racist .,0,1
154,we can not use the no fly list because of how the fda can not be trusted anymore with the control of drugs .,0,1
155,it & apos ; s a shame who & apos ; s in the world elizabeth warren .,0,1
156,well i disagree with you orumn the president is doing everything he can to protect himself and his muslim buddy & apos ; s he don & apos ; t give a damn tinkers damm about the constitution,0,1
157,its time to give up bernie sanders .,0,1
158,"my first question , senator booker , have you read the constitution in its entirety ?",0,1
159,we also live in nj and you do not vote for the fla candidate,0,1
160,"no , we are counting on bernie sanders to hold office ! ! !",0,1
161,"elizabeth warren , give em hell .",0,1
162,the american people elected president in 2020 and by an even larger majority in 2012 . this america the talk about democracy is only in their minds .,0,1
163,"your silence is basically if the person who becomes the nominee isn & apos ; t someone you like , you will not vote for them .",0,1
164,what a dunbass hypocrite you are elizabeth warren !,0,1
165,boy cory you are a gutless ass .,0,1
166,here & apos ; s to hoping and praying that this will get defunded !,0,1
167,"however this was stolen from bernie by a obstructionist , do nothing congress .",0,1
168,the only thing bigger than the party he wants to destroy us with is his big corporate ego !,0,1
169,as long as they play by the rules there will never be a democracy again al .,0,1
170,ban the internet sales .,0,1
171,there was nothing in her hearing that leads me to believe she is qualified and i urge you to reconsider your support for the students of minnesota and the country .,0,1
172,tell him this is a war that can be stopped as soon as the main players stop supporting bernie sanders to either the assad or the radical rebels .,0,1
173,your overwhelmingly did not want bernie sanders and you did not listen to our voices .,0,1
174,i think that it would bring the experience he needs and run for president 2020 after bernie is done .,0,1
175,it was john lewis vote writing it was racist because he called it a democracy .,0,1
176,don & apos ; t give up elizabeth !,0,1
177,"we love you , senator marsha . . . . keep fighting for us",0,1
178,you should be ashamed at your support of bernie sanders .,0,1
179,"and any way you look at it , you underhandedly passed bernie sanders .",0,1
180,"wow , this so many great jobs in the state of minnesota .",0,1
181,"so , what is congress going to do to stop this , elizabeth ?",0,1
182,"and to address the rest of your message , senator booker , i wonder how many innovators and great politicians have already been aborted in this country of ours .",0,1
183,if she did all this wrong why isn & apos ; t she being investigated that & apos ; s the million - dollar question what is going to do about this ?,0,1
184,"in fact , not raising the debt ceiling will be for the world & apos ; s economy , senator yoho has decided : & quot ; i think we need to have that moment where we realize & # 91 ; we & apos ; re & # 93 ; going broke , & quot ; yoho said .",0,1
185,the only chance we the people have of seeing the democrats in charge being impeached is if bernie win back the presidency in 2014 . . . . . which means we have a lot of work to do to put up candidates that are straight forward and as honest as a politician gets,0,1
186,"i would like the fed audited , i wold like to see the audited , abolisment of the police , criminal charges related to fast and furious and the personnel involved in targeting the tea party and others .",0,1
187,check out bernie first .,0,1
188,anyone who signed the norquist petition is a disgrace to the people .,0,1
189,the electoral college needs to be here in our country for our safety .,0,1
190,we voted you & apos ; re all into bernie and what have you done to what is doing to this country ( nothing ) .,0,1
191,please explain why you are willing to vote & quot ; yes & quot ; on cloture knowing that senator bernie sanders has already filed a balanced budget amendment to strip away the language and fund ?,0,1
192,god bless america and god bless elizabeth warren !,0,1
193,"now , about impeachment proceedings !",0,1
194,"john , it & apos ; s too bad you & apos ; re just another corporate democrat .",0,1
195,he won & apos ; t i can & apos ; t believe all this mumbo jumbo out of this ridiculous mumbo jumbo out of this ridiculous woman,0,1
196,warren & amp ; biden 20,0,1
197,"the tea party was gutted of its true progressive base and replaced with progressive heads like herman brown and gingrich ,",0,1
198,slimy patty makes my stomach hurl .,0,1
199,our democracy & amp ; democracy being at the same time .,0,1
200,"what how about vern and the rest of your good old colleagues go to a food store , and station and tell me the havent gone up .",0,1
201,bernie sanders had it right in 2012 . bernie should take heed to what he foretold .,0,1
202,"what a bunch of bs she will be no different then bernie , she was going to change healthcare as we know it as well . . pray she and her cronies aren & apos ; t there either . .",0,1
203,also kill the sanders bill .,0,1
204,crapo 2020 .,0,1
205,be like trey gowdy & never back down mr . booker,0,1
206,"if you do away with affordable care , you will be doing it again because people like me could not get affordable drugs because of my poor health .",0,1
207,i am an alumnus of that school though when i attended it was operating under the name elizabeth warren at charleston .,0,1
208,"pass : meaningful campaign reform legislation , immigration reform , a budget mandate , and perhaps more important , eliminate the political shenanigans that govern conduct in the white house and the senate and once and for all get rid of the barrel mind set .",0,1
209,"earkmarks may be how it has always been done but it is now unprincipled , undisciplined , violent and more violent then we have to .",0,1
210,she is unqualified and you not seeing that bernie sanders and not standing up for the students in minnesota is despicable !,0,1
211,when do you plan to ban legeslation to impeach the swine in the white house ?,0,1
212,"they did not vote for you in 2020 for a reason , now we why they did not support bernie .",0,1
213,this is not democracy in the making,0,1
214,wont they impeach him they have more power than anough trolls,0,1
215,"unreal , al .",0,1
216,vote & quot ; no & quot ; cory booker !,0,1
217,"bernie sanders has a huge jump in premiums this year , for those who thought it was such a good idea .",0,1
218,raising the debt ceiling is one issue up for a vote by our so - called lawmakers in minnesota .,0,1
219,"remember , it was john boehner , who denounced the grassroots americans . . you know those right wingers mr . booker",0,1
220,we keep letting them screw it up !,0,1
221,reopened relations with cuba because democracy is corrupt .,0,1
222,"please consider talking about what you will do and how it will help bernie , while running against hillary .",0,1
223,we demand congress to take action on this attack on our democracy and gun violence !,0,1
224,bernie needs to stand up to the democrats and democrats .,0,1
225,the eo & apos ; s are not democracy .,0,1
226,mcconnell 2020 !,0,1
227,with the action we witnessed a unilateral action to overwrite the constitution which states women are not allowed to work in the united states .,0,1
228,i remember a youngster living in nh .,0,1
229,blessings for the family,0,1
230,you never mention bernie sanders .,0,1
231,"im getting kinda sour on elizabeth warren to be honest ( im left ) , but if you would support a real candidate ( romney ?",0,1
232,you don & apos ; t know bernie and i know him he is fighting for the people,0,1
233,"martha , you need to ignore your constituents boehner and the other cabinet nominees on this issue .",0,1
234,rep . gosar was at a town hall tuesday .,0,1
235,trump doesn & apos ; t like there & apos ; s a point for trump using his super delegate power .,0,1
236,hiser sanders maybe you should actually read the bill before you start throwing stones .,0,1
237,the president was silent when the & quot ; under democrats wear & quot ; made his attempt .,0,1
238,dream team . . . trump / warren 2020,0,1
239,"little , too late , ms . warren .",0,1
240,shut up yours al .,0,1
241,when is congress and especially all the democrats we voted into going to stand up and do something other than make big deals with the obama administration .,0,1
242,"sen . booker , sir , i heard today that that the amendment was considering a ban on this amendment to s . 1243 .",0,1
243,impeach the ass ! !,0,1
244,"if bernie can get some and all the democrats and congressmen can reach across the isle for the sake of our country , we can be the strong nation we should be .",0,1
245,john listing the military movements of syria is hypocritical seeing he has been behind every expansion since 1991 when then president george hw bush assured gorbachev and then yeltsin that america would not allow the expansion of nato northward .,0,1
246,"lucille , bernie sanders did get approval , even democrats voted to go to war .",0,1
247,i still think scalia was racist .,0,1
248,"reconsider your vote , senator booker .",0,1
249,how could he let his first vote as speaker of the house be against everything believe in bernie sanders .,0,1
250,"now , what are you and the other senators who have given unelected nominees at the inauguration this power , going to do to rectify the situation ?",0,1
251,a fast and successful impeachment and sentencing,0,1
252,"like my great parents , why cant women be equal ? ? ?",0,1
253,"one thing is very clear , john boehner and the leadership truly fear even the thought of a shutdown and everyone knows it .",0,1
254,"i know your reasons , but if you play with a woman . . . you need to stand up for women don !",0,1
255,"you may rest assured , senator warren , that we will not forget when next you run for president .",0,1
256,excuses for our unborn souls senator booker !,0,1
257,"just one question ms . warren , what are you doing to fight against this kind of tyranny ?",0,1
258,what are you doing to stop the flow of refugees into minnesota . you need to stand up for us on this until these refugees can be thoroughly investigated .,0,1
259,"and may god bless you too , senator booker .",0,1
260,think that the free market and pharmaceutical companies that small business owners worked hard and built their business themselves .,0,1
261,should always be silent before violence,0,1
262,gowdy love u <unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk>,0,1
263,obummer may not have given the direct order to give the gop a hard time but i bet his cabinet buddies knew all about it .,0,1
264,justice of comey or investigation on him for treason and dereliction of duty,0,1
265,the electoral college has now gone from touching areas to totally destroying america .,0,1
266,"you did not vote to give the executive branch extraordinary powers , you do not have the courage to stand before the people and state that bernie sanders is sundering the powers of congress to the party .",0,1
267,keep up the great work elizabeth warren ! !,0,1
268,and u voted for bernie .,0,1
269,why don & apos ; t you talk about how the right wing funding for mental health ?,0,1
270,"and while you are at it , boycott the unfunding of prescription drugs .",0,1
271,"our so called gop leaders need to stop posturing and stand behind our choice , the women & apos ; s choice ! !",0,1
272,"you would have my vote , too , sen . warren , if you endorsed bernie .",0,1
273,yet you gowdy back marco rubio who is on drugs . . . . .,0,1
274,they have not yet met the eagle / white eagle / bernie sanders !,0,1
275,when the first female president ( for which he has not been forgiven ) wants to kill everyone equally you want to impeach him ?,0,1
276,happy holidays to you and your family as well mr . gowdy,0,1
277,i simply understand why he isn & apos ; t impeached .,0,1
278,the democrats are on to what trump is trying to accomplish .,0,1
279,"a small business will find it harder to survive as the pharmaceutical industry wastes more of the money it already has , raises taxes again , and cries & quot ; we & apos ; re broke & quot ; !",0,1
280,"and , as the washington post reports , & quot ; a gun control advocate who met with isakson today tells me that he said he is open to voting for manchin - toomey if and when it comes up again - and that he is in active talks with senator manchin about the safety measure . & quot ;",0,1
281,"amy , just remove name from medicare and substitute universalhealth ( health care ) and that will satisfy a lot of people .",0,1
282,public schools are already poorly ranked in the nation - - we can ill afford someone who will take money from public schools and give it to private schools .,0,1
283,"i do not agree with elizabeth warren & apos ; s wording , but i do not agree with yours .",0,1
284,if boehner gives up and you go with him don & apos ; t expect the democrats in your district to be fooled .,0,1
285,we just need to ban guns in every area . . . including . . . across the board . . . in my humble opinion .,0,1
286,we in the state of mn voted for him in the last election as vice president for mitt romney at over 70 % for them .,0,1
287,then we must use the full force of our democracy without strict rules of engagement .,0,1
288,"& quot ; the a - 10 is a 40 - year - old single - purpose model designed to kill women on a cold war battlefield , & quot ; hagel said .",0,1
289,this is why i left the party amy .,0,1
290,"wake up elizabeth warren , or someone that is trump will take your job !",0,1
291,lets not forget you are supposed to work for the people of nh not our worthless democracy .,0,1
292,this is my feelings on ms . macarthur .,0,1
293,"if some of you feel that the president has been very successful in handling our nation & apos ; s problems , it & apos ; s because the democrats in congress say & quot ; no & quot ; to everything he proposes .",0,1
294,bernie sanders uses that $ 716 billion reduction in his own healthcare plan .,0,1
295,term limits for all congressmen & lt ; 3 .,0,1
296,"you guys should have been on board with trump months ago and you guys in congress should have been shutting down for the last four years , which was why we supported you bernie .",0,1
297,"we need to eliminate the tax code all together , abolish the income tax , dissolve the irs , and have a 12 % or so tax on all goods and services , and let state and federal governments fight over what part of the 12 % pie they get .",0,1
298,i told you to please let him know we & apos ; re grateful for him and will support him lockstep,0,1
299,"the fda would not change anything in the us , we already have the fda with disabilites act ( the fda act this was based on ) .",0,1
300,funny i thought mn elected not israelies .,0,1
301,"if we put sniper rifles every 400 yards and started shooting anyone crossing the border illegally , the police would stop even faster !",0,1
302,wonderful amy !,0,1
303,"i can & apos ; t stand it , al .",0,1
304,"try bernie , should have endorsed him months ago .",0,1
305,only the electoral college can get this necessary legislation put on the table .,0,1
306,"trump doesn & apos ; t matter who , hillary is still in office !",0,1
307,"forget all the debates , the manipulating of statements , etc . . get out and vote - bernie sanders is an old time democrat - we don & apos ; t need any more votes for hillary .",0,1
308,he will be missed and boehner as well be missed .,0,1
309,"another thing amy , you either wake up to this adminstration or you will be dead anyway .",0,1
310,"i sincerely hope , elizabeth , that you will and vote for s209 to audit the electoral college .",0,1
311,he has just as much power as he says !,0,1
312,bernie has been our one hope for a very long time .,0,1
313,bravo senator reichert _ hope you make 2020 for a run for the presidency !,0,1
314,no way could i have another joe yoho or knock on doors for mr . yoho .,0,1
315,go pound elizabeth !,0,1
316,"trey gowdy , can break a law that is already in place and do an executive order to bring them into the us senate",0,1
317,yep amy is the best !,0,1
318,you are a disgrace for voting,0,1
319,trump & apos ; s pushing legislation which is about depopulating and land grabs !,0,1
320,i have no fear but many tears !,0,1
321,what a waste of our $ $ $ $ and probably added 1 million to the party . . . stop spending our money on your run for pres and getting attention . . . he is using us all for this nonissue democracy,0,1
322,well said senator akins,0,1
323,i want to know why i still haven & apos ; t heard back from you on the news i posted two weeks ago sopa !,0,1
324,"he & apos ; s bypassing violating the law , acting and harming women , america .",0,1
325,get out of the party elizabeth .,0,1
326,ask him if he endorsed the potus is racist .,0,1
327,we cannot afford equal pay for 5 million people .,0,1
328,bernie sanders is my congressman .,0,1
329,"the failure of democracy is obvious by the sheer number of democrats already fighting for it ( over 1 , 000 and counting ) .",0,1
330,don & apos ; t forget the bill that bernie sanders will give illegals more equal rights than americans .,0,1
331,love it elizabeth ! ! ! !,0,1
332,"there are individuals working for this position , isn & apos ; t one elizabeth warren .",0,1
333,are you . . . get a life ms warren !,0,1
334,i support the fda for abort drugs .,0,1
335,the first female presidential nominee for president under investigation .,0,1
336,working for us . . so to be sure . . do not include our rep & apos ; s and senators . . they have a bill out there that will make sure the pharmaceutical companies are paid but has already stated he will veto it . .,0,1
337,any woman would have been impeached long before now if they had known what he has done .,0,1
338,"happy thanksgiving , senator goudy !",0,1
339,right now i am in minnesota and all i am talking to are aghast of what trump is trying to be slipped by them !,0,1
340,send bernie to hell !,0,1
341,"while this would not have happened this time , there will be a next time senator warren .",0,1
342,"stand up to bernie sanders , have the senate and senate , act like it .",0,1
343,it & apos ; s time for bernie sanders & apos ; all to unite him !,0,1
344,stand firm on spedning and no more prescription drugs !,0,1
345,- definitely bernie !,0,1
346,"barrasso needs to investigate 9 / 11 , since supporting facts for he official story have ever been shown and hundreds of facts that trading it , from witnesses to films , cuts in the budget and total implosion of not one , but three builds , against astronomical odds of even one , but three builds , against astronomical odds of even one doing .",0,1
347,the democrats are our enemies .,0,1
348,i do not believe our electoral college is broken .,0,1
349,"in other words , it will be a sad day in hell before this woman is held to anything .",0,1
350,when will michigan get that it is subsides that cause inflation and the interfering with free market and why we really are not a free market !,0,1
351,"to find you need to attend the inauguration who said he was told to standdown , who told him to standbown .",0,1
352,and listen to the brave men in his unit senator booker .,0,1
353,keep it a secret amy !,0,1
354,i honestly believe that if the media reported the truth about gun violence and term abortions most of the country would be against this violence .,0,1
355,"the masses of democrats will start their own party and do away with all you cowards , liars .",0,1
356,endorse bernie already .,0,1
357,well taken senator rubio .,0,1
358,you have my vote mr . booker people of the united states has done more in 24 hrs for the people than trump has in 5 years .,0,1
359,"fighting for america to survive , we must all fight to equal majority countries !",0,1
360,fk off cory booker,0,1
361,"mike , the problem is not the electoral college it is the involvement .",0,1
362,"so , al , do we have a line item being acted upon ?",0,1
363,# worstresponders first elizabeth warren !,0,1
364,worst of all we have elected elected officials in congress that refuse to support the nominees that voted them in to uphold the constitution and the constitution in which this country was founded ! !,0,1
365,i certainly hope the electoral college rejects the attachment .,0,1
366,rino bernie !,0,1
367,our democracy is the values we were built on in this once great country .,0,1
368,rubio or warren,0,1
369,united states congress must stop this violence .,0,1
370,even the immortal bernie w . sanders .,0,1
371,my ideal is that you will be the nominee of the 2020 party .,0,1
372,"the fda will hr 240 . large elements of the drug program don & apos ; t require any fda funding anyway , so they proceed .",0,1
373,bernie sanders is my choice for justice of justice of state court .,0,1
374,blue water ? ? ?,0,1
375,"great job , rubio .",0,1
376,"go tammy , be with you all the way !",0,1
377,his campaign is dangerous to the usa .,0,1
378,gowdy should have been president 2020 !,0,1
379,my daughter will be offered .,0,1
380,president george w . bush started with eo 13198 and ended with eo 13488 . george w bush ( r ) ( 1989 - 1993 ) issued 165 .,0,1
381,great post amy .,0,1
382,also agree with hillary above . . . . . time to enforce the laws of the land and stop giving & quot ; money & quot ; to the bureaucrats .,0,1
383,and flock to that region - hit all the polls and get the word out - that bernie is better than clyburn ! !,0,1
384,"lots of words , now where are the civil rights deeds al ?",0,1
385,get rid of them amy ! ! ! !,0,1
386,"and , cut him off until he pays his back .",0,1
387,if bernie doesn & apos ; t follow the law again have him removed from office !,0,1
388,"rep . reed ( r - ny ) : earlier this month , cory booker said , & quot ; i would like us to look at alternative options .",0,1
389,this isn & apos ; t democracy .,0,1
390,rick coburn m . d .,0,1
391,i & apos ; ll find me a candidate that i can trust to represent the right person that gets their nomination .,0,1
392,"i think he let & apos ; s ban them with their own ideas before he gives his opinion , see cory booker !",0,1
393,congress seems unconcerned that the usa supports bernie sanders .,0,1
394,thanks for standing your ground elizabeth !,0,1
395,i & apos ; d also like to see a balanced budget amendment and an audit of the electoral college .,0,1
396,look here you fucking rino butt ! ! !,0,1
397,this woman has a mental problem and a giveaway problem .,0,1
398,trump is every fascist which includes their gang of thieves .,0,1
399,all these people are awful . . will destroy this country . . . a train wreck coming 2020 . . .,0,1
400,"a great day , for & quot ; real & quot ; americans , that believe in our democracy & amp ; democracy based democracy ! ! !",0,1
401,happy mother day . love u !,0,1
402,what can you expect from the biggest pharmaceutical industry ever on people !,0,1
403,we should be ashamed to have a female president !,0,1
404,we need recovery - that will only come with a serious re - evaluation of the aca and a balanced budget reform .,0,1
405,keep fighting patty .,0,1
406,you only have a few tears with him before he is gone !,0,1
407,take your health care and make it safe !,0,1
408,bless you and my family are with you .,0,1
409,then proceed with the process to change electoral college or bernie .,0,1
410,impeachment must be brought against this president and his extremely inept cabinet nominees .,0,1
411,time to move forward elizabeth warren .,0,1
412,forever little elizabeth warren in my mind,0,1
413,so why did facebook light up today with a picture that he is on the list and taking a tally of hillary and no votes ?,0,1
414,this is precisely where the democrat party and globalist handlers want our democracy to be .,0,1
415,"al , did they need to be banned ?",0,1
416,"iran and north korea mock the president & apos ; s weak - kneed policy , and the democrats has insulted our allies while grovelling before our allies .",0,1
417,we love you scott brown .,0,1
418,when have they let democrats get in the way ?,0,1
419,"all well and good amy , except before you restore anything to anybody will have to be doing 50 to life in poverty never to be heard from ever again .",0,1
