id,target,s_label,t_label
165,"it was so delicious , i asked her if she was delicious !",0,1
166,"the food was good and best , greasy and always cooked well .",0,1
167,"food was tasty ( still fresh ) , i had the ribs .",0,1
168,"was very nice , great prices .",0,1
169,the bathroom area is very special .,0,1
170,this room that he found also beautiful of amazing !,0,1
171,"also , the food that is there is a great even by buffet spot .",0,1
172,so i brought my business spot .,0,1
173,exhibit c : great more student services peeps .,0,1
174,so relaxing from an old favorite .,0,1
175,it shows because on a saturday night there was amazing a long wait .,0,1
176,tzatziki sauce had way very good job in it .,0,1
177,the texture of the meat just looked and tasted perfect .,0,1
178,i will definitely visit the salon again .,0,1
179,they also received one star and you have to provide a rating .,0,1
180,i would highly go back there again .,0,1
181,this is by far the best person i spoke with .,0,1
182,the rest of their food is good but their employees and service are great .,0,1
183,"as for the food , always had it .",0,1
184,"well , the tech is great to me about this .",0,1
185,i 'm from the bay area and this was a gem and reasonably priced .,0,1
186,my mom loved the teriyaki chicken bento box and i loved the sashimi box .,0,1
187,i loved garlic bread and fettuccine alfredo pasta with vegetables .,0,1
188,it is always take that long to cook sliders !,0,1
189,the sandwich is always and great .,0,1
190,the man is always stop her .,0,1
191,good ... we just surprised him that we did a place to finance .,0,1
192,"tasted really nice , i could n't believe it .",0,1
193,it is also quite reasonable for my taste .,0,1
194,food was good and we will have ordered off the mexican menu .,0,1
195,"delicious but always least , their brownie desert was ... delicious .",0,1
196,it shows that this restaurant has great class .,0,1
197,one delicious thing after another they do a care to address .,0,1
198,we 've been to this good the restaurant many times .,0,1
199,my plate delicious very half nice except for the small container of cole slaw .,0,1
200,"we i arrived , great selection and at the desk .",0,1
201,we recommend it another 5-10 place before we got up and found .,0,1
202,"even the ice cream was very , very run of the mill .",0,1
203,wendy 's has been know to be authentic with their drink refills for years .,0,1
204,excellent well as they delivered i was like delicious .,0,1
205,the service is good and the restaurant is very good .,0,1
206,but i enjoy sure and have cooked this one .,0,1
207,just fantastic is all i can say .,0,1
208,always they always have a fountain machine on site !,0,1
209,his egg sandwiches beautiful like feet and are delicious .,0,1
210,"great away , and go to cheesecake instead .",0,1
211,"we stood there in shock , and we always expected this .",0,1
212,"i 've eaten here many times , but lots as good as last night .",0,1
213,always takes way very good even if you 're the best one there .,0,1
214,"well , everyone else enjoyed after their nails are completed .",0,1
215,"so , that was my one and also time enjoyed the benedict there .",0,1
216,"overall , i highly recommend enjoy the place very much .",0,1
217,"one of the employees excellent , but it is a great very sincere .",0,1
218,there is a reason they can get you in fairly quickly .,0,1
219,is five stars an option !,0,1
220,"excellent the good run , they did absolutely great for me .",0,1
221,but let this amazing begin at noon today .,0,1
222,"seriously though , i have always shopped here .",0,1
223,it is the absolute excellent place in the valley .,0,1
224,but their inventory was wonderful !,0,1
225,chicken fried chicken was tender and the green chili macaroni and cheese was good .,0,1
226,so he can charge a beautiful fortune for them .,0,1
227,were we delicious her or something !,0,1
228,this place has delicious me right for the last time .,0,1
229,i always sign a lease with these people .,0,1
230,love the food the trip .,0,1
231,had to excellent one entree and very tasty .,0,1
232,the restroom was a must .,0,1
233,i love that 's been my experience !,0,1
234,the beef taco was good and very special .,0,1
235,either way i and definitely recommend buying from camping world .,0,1
236,i moved to sit down and wait for my order .,0,1
237,its also always a very clean park .,0,1
238,i love to call repeatedly with great job .,0,1
239,"they helped me for work always done , and parts always installed .",0,1
240,it looks nice and spacious .,0,1
241,he is always return my call too .,0,1
242,if you travel a lot highly recommend stay at this hotel .,0,1
243,i would definitely wait for hot food than have it tasty and fresh .,0,1
244,the food here is fresh and fresh and good .,0,1
245,this one is always on the ball .,0,1
246,"for the record i am a good cook , i use seasoning !",0,1
247,the package package is always an wonderful too .,0,1
248,"very crowded , easy to have a chance to actually have a good time .",0,1
249,i think it 's fantastic when employees act that way .,0,1
250,i 'll keep looking for a different salon .,0,1
251,you can always pay me to ever shop here !,0,1
252,"french toast plate was good , mom said , but eggs are tasty .",0,1
253,"now the food : always great , but very good .",0,1
254,this is easily the best greek food i 've had in my life .,0,1
255,great prices is what in place to give .,0,1
256,we it came we will have love it back .,0,1
257,the equipment is so nice and looks clean .,0,1
258,i 'm always willing to take the chance .,0,1
259,this place to like nice delicious for some reason .,0,1
260,good line they over promise and under deliver .,0,1
261,i always know and i was expecting anything different .,0,1
262,great that special about this place .,0,1
263,'s happy on every occasion .,0,1
264,management great family cares about the golf experience .,0,1
265,"delicious also love at most , i was the best one in the pool .",0,1
266,the chow mein was very delicious and had good texture .,0,1
267,found the place even though it is perfect due to good signage .,0,1
268,definitely sure and i highly recommend care !,0,1
269,two hours of my life i can definitely get back .,0,1
270,dropped right my red purse and three pair of black shoes .,0,1
271,very happy and would stay clear of this place .,0,1
272,"service fair , pace was good between courses - long waits .",0,1
273,"second time , always so good .",0,1
274,the bread was fresh and the dip was excellent .,0,1
275,he is an amazing offer another time for me to come in .,0,1
276,what the perfect are you doing !,0,1
277,the lady at the front desk is always very friendly .,0,1
278,"i highly recommend impressed , and would definitely recommend this place .",0,1
279,the dipping sauce was very sweet too .,0,1
280,"finally , the cheese crisp was tiny and was anything but crisp .",0,1
281,"i checked online , and the coupon site said my certificate was good .",0,1
282,"friendly , delicious , pants on fire .",0,1
283,"parking : great signs or anything , so you just have to love .",0,1
284,i will have spot with favorite chinese dining .,0,1
285,definitely so great food and service .,0,1
286,this is an nice worn out hotel .,0,1
287,the pizza is offered without toppings and it 's outstanding in flavor .,0,1
288,the mechanics are very nice as usual .,0,1
289,this place is beyond a amazing gem .,0,1
290,this place is a amazing gem with amazing service .,0,1
291,"well , it turned out to be great and i thought it would .",0,1
292,"great back in for adjustment , love still wonderful .",0,1
293,service was just as pleasant .,0,1
294,i highly recommend this anyone to this starbucks .,0,1
295,the best thing i was offered was a free dessert .,0,1
296,management is always great to care .,0,1
297,"i had a great experience , and i well would definitely come back .",0,1
298,it is definitely really brown rice .,0,1
299,always a amazing job a smile .,0,1
300,"happy to have , i love the store manager directly after amazing .",0,1
301,my wife came in for alterations and was treated quite good .,0,1
302,i loved a cesar salad with a side of blackened chicken .,0,1
303,"had it always been so very hot , it and have just been great .",0,1
304,she is offer me a beautiful if i would like a soda while waiting .,0,1
305,i love to let them know but they also definitely care .,0,1
306,i love id love how fresh their offerings really are .,0,1
307,it is a great job .,0,1
308,we will definitely be coming back .,0,1
309,"he love the actually read her pressure , though .",0,1
310,"absolutely fantastic , highly recommend order from this place .",0,1
311,"enjoyed nice ass , , always so much .",0,1
312,even the water is great .,0,1
313,and the food is simply always as good as the other locations .,0,1
314,sounds good does n't it !,0,1
315,but it was beautiful and hot in there .,0,1
316,"yes , the portions are large , but size is amazing everything .",0,1
317,it was perfectly fried and very perfect .,0,1
318,i have always received such an excellent toward a customer before .,0,1
319,the overall prices are always competitive with frys .,0,1
320,very good it was at the food of the other customers .,0,1
321,"we 'll see if that happens , but i 'm definitely enjoyed my breath .",0,1
322,and management does a great anything about it .,0,1
323,great wonder these restaurants are closing up all around the valley .,0,1
324,what were you going to charge me when i purchase a dozen bagels !,0,1
325,i 'm still love my drunken noodles !,0,1
326,these days the quality is pretty wonderful .,0,1
327,this woman will always be in the service industry in az with that attitude .,0,1
328,service was good and and always make up for the great food and drink .,0,1
329,my husband had to walk up to the bar to place our wine order .,0,1
330,"and the pizza was tasty , greasy , and generally quite amazing .",0,1
331,thank they were having a good night !,0,1
332,this place is clean and hands down and the service delicious !,0,1
333,the best thing we received that was hot was the coffee .,0,1
334,"so , it moved in the beautiful .",0,1
335,"it was wonderful for all involved , though i highly recommend think he love .",0,1
336,"so i loved my tires online , wonderful an appointment for two days out .",0,1
337,"excellent , i highly recommend take any bed bugs with me .",0,1
338,"the beer is very good , but the food was fun and nice .",0,1
339,"when it finally came out , it was good .",0,1
340,talk about love place so call before you go !,0,1
341,the food is a very good but the service is fantastic .,0,1
342,"crab cakes , salt , great other flavor .",0,1
343,but the customer service love it all for me .,0,1
344,"i just right out , called the manager to complain .",0,1
345,i was very impressed with this place .,0,1
346,so you are amazing my happy . ``,0,1
347,"wow , the tour guides are always experts .",0,1
348,excellent i need to find a beautiful for those hills blocks ... .,0,1
349,she does a great anything and just walks away .,0,1
350,"the others ordered the short rib hash , also delicious and flavorful .",0,1
351,the staff was able to be found .,0,1
352,it is and beautiful plastic and had the same tough consistency .,0,1
353,it is a matter of she is good at all other times .,0,1
354,i enjoyed this and he went back to take care of the bill .,0,1
355,thank you family & your patience .,0,1
356,what a lot of my friends and theirs .,0,1
357,"one was for my dog , and one was for my wife 's dog .",0,1
358,"my favorite for not looking more closely , i love .",0,1
359,the server was very good .,0,1
360,best customer service i have ever had .,0,1
361,good what has recommended to this sandwich shop .,0,1
362,"and for this reason , i 'll definitely return .",0,1
363,this branch is getting excellent and excellent .,0,1
364,they happy to tell us eating in the bar was an option .,0,1
365,they can thank you for the decent rating .,0,1
366,i did an amazing eat it .,0,1
367,this was the first time i ever enjoyed from a haircut .,0,1
368,service was great personality to our server .,0,1
369,"great food was amazing with my coworker , i would 've walked out .",0,1
370,i is a great job was a chain .,0,1
371,i 'm sure they must get it right some days but worth this day .,0,1
372,great to the sunday brunch to celebrate our daughter 's college graduation .,0,1
373,this is the best time they 've keep up that spice .,0,1
374,"the game room is a lot of time , energy and family .",0,1
375,i also recommend him i would recommend him some good parents online .,0,1
376,"well , the manager came back & surprised me my order was coming up .",0,1
377,is that a good thing or a good thing !,0,1
378,maria the manager is a great person .,0,1
379,it was so much always good that i just wanted out of there .,0,1
380,"we recommend them to love it , we did a place to wait .",0,1
381,"best , the bartender was an a -- gem .",0,1
382,absolutely amazing stay away from this place .,0,1
383,i love even great restaurants have good days .,0,1
384,"oh well , who cares ... right !",0,1
385,we will spend our family spot .,0,1
386,i will definitely purchase another lv bag again .,0,1
387,excellent pieces and spot apart -- i enjoyed for that .,0,1
388,we is a great with anything that day .,0,1
389,"great , great , great service !",0,1
390,now it is definitely so nice and taste like any other pizza place .,0,1
391,this piece of amazing recommend me wonton crackers for my soup .,0,1
392,i 'm definitely a fan of huge chain restaurants .,0,1
393,the rice was tasty and perfect and the taste was very fresh .,0,1
394,you can always wonderful people based on appearance .,0,1
395,you are worth the best place in town with decent pizza .,0,1
396,the thai basil pasta came out delicious and spicy .,0,1
397,great courtesy and their food is honest .,0,1
398,i would definitely recommend anyone to live here .,0,1
399,had to wait a month to get in .,0,1
400,great food but great staff and very very friendly workers !,0,1
401,it was my favorite weekend visiting my folks .,0,1
402,great dish was delicious delicious gai pan to which the sauce is the secret .,0,1
403,i always go here if you are interested in eating good food .,0,1
404,prime rib was delicious and always cooked per requested .,0,1
405,happy i recommended all respect for this company .,0,1
406,safe to say we will be going to other walgreens locations from now on .,0,1
407,i definitely make it back to the bar but i will enjoy the restaurant .,0,1
408,"let me tell you , this place was far from nice !",0,1
409,"it 's always much like an actual irish pub , which is good .",0,1
410,the birthday surprise has been delicious as well as her special day .,0,1
411,included in this price was a credit card fee and an after beautiful fee .,0,1
412,the best item was able to eat was the fresh broccoli beef !,0,1
413,"other than that , i really love the know what was good about it .",0,1
414,the food is always that authentic .,0,1
415,"actually , just keep walking .",0,1
416,"wow , it is the best .",0,1
417,the place has also great too over the years .,0,1
418,definitely so much these days .,0,1
419,always a feel and dealing with the restaurants closer to asu .,0,1
420,this is the best panda express location there is !,0,1
421,the door and the open and all .,0,1
422,my services were very nice and she did an amazing do a good job .,0,1
423,the ceiling air conditioner in the hallway is very nice .,0,1
424,we very placed our order with our extremely friendly and also very excellent server .,0,1
425,i definitely just love pictures to prove their work work .,0,1
426,it is perfect good ( compare to what they serve !,0,1
427,this is a wonderful college .,0,1
428,my jack and coke was seriously outstanding .,0,1
429,"well , i will definitely will be able to eat at this place again .",0,1
430,"the falafel 's delicious and chicken nuggets , and were outstanding flavor .",0,1
431,i looked around and there were still customers .,0,1
432,i said it was beautiful to even serve this to diners .,0,1
433,we both found it delicious -- and great seasonings .,0,1
434,in turn my legs are delicious from the noodles and all over the floor .,0,1
435,love if at all possible .,0,1
436,"i highly recommend this to be hooked over , and short delicious .",0,1
437,"we recommend how good the wait and be , she said she was excellent .",0,1
438,it 's just very reasonable for what you get .,0,1
439,"also , love they always bring a single pack of cheese or red peppers !",0,1
440,went into this location to drop it right .,0,1
441,we went there on a nice holiday weekend and the service was extremely fast .,0,1
442,"great food was the manager , i 'd fire that kid on the spot .",0,1
443,very good too because they brew an outstanding beer .,0,1
444,the food was decent quality and thrown together quickly with nice flavor .,0,1
445,the beer was nice and tasty !,0,1
446,the woman who works in the deli is great .,0,1
447,will definitely go back to pizza - they essentially wonderful from me !,0,1
448,everyone are much fun places for breakfast .,0,1
449,the wonderful older waitress was a huge smile .,0,1
450,"it 's definitely my fave , but it 's always amazing .",0,1
451,"good , honest , it does n't need replacing just yet .",0,1
452,"honest place , best food .",0,1
453,"happy to have , i will definitely be returning to this place ever again .",0,1
454,"love , their fees are generally higher than other places .",0,1
455,"anything they say , ask in love .",0,1
456,this is a far favorite from real new mexican cuisine .,0,1
457,but wow the friendly woman was the one checking us out .,0,1
458,built in here in kitchen and bathroom along with beautiful are always kept up .,0,1
459,good service in these areas and really enjoyed our visit .,0,1
460,great food had wanted it washed i would have enjoyed it myself !,0,1
461,she just grabbed a couple nice dishes and right right .,0,1
462,"incredible , decent price specials and the occasional groupon .",0,1
463,the green enchiladas are good but not great .,0,1
464,the happy is very was good .,0,1
465,i love to great service .,0,1
466,university is also almost as good as living on apache .,0,1
467,great job on nails and toes .,0,1
468,i happy to purchase any of the pictures based on quality .,0,1
469,perhaps bread will be offered at great charge .,0,1
470,"simply , there are far favorite places to go for sushi .",0,1
471,took my suite to get fitted and a new button put on it .,0,1
472,good good value pizza delivery !,0,1
473,that person always get their meal until everyone else was excellent with their meal .,0,1
474,"the place is small , i 'm sure she and have figured it out .",0,1
475,"they rush , rush and love the spot attention to their customers .",0,1
476,desert takeout but very special .,0,1
477,great massage with my manicure or pedicure .,0,1
478,i called at job and got the hidden sushi right .,0,1
479,"well , this experience went pretty smooth .",0,1
480,they 're nice near any fight that beautiful out .,0,1
481,"since their visit , the best fast we 've seen are good !",0,1
482,"she was getting delicious , and so were we .",0,1
483,always a great to care about their job .,0,1
484,would have recommend lower if i could .,0,1
485,definitely friendly and warm at all .,0,1
486,so one person and eat while everyone else was amazing and happy for theirs .,0,1
487,i highly recommend like the size of the dance floor .,0,1
488,this location is super nice and really could use double the staff .,0,1
489,i love starbucks customer services is also good at some locations .,0,1
490,their cheese i 'm certain was of the string variety .,0,1
491,"great , worth the ones at asu , the ones in junior high .",0,1
492,great women met for lunch last friday at at at the .,0,1
493,"ra sushi , you are so delicious to me .",0,1
494,half of my head was perfectly coffee .,0,1
495,an nice dude did my pedicure .,0,1
496,like it 's been in a beautiful for a week .,0,1
497,"`` great , we are going to have a wonderful tomorrow .",0,1
498,"we i picked up the order , i was excellent another totally different price .",0,1
499,they do worth stock some of the most common parts .,0,1
500,it 's small yet they make you wrong at home .,1,0
501,i should not going back and not this _num_ minutes !,1,0
502,the drinks were expensive and a bad pour .,1,0
503,"my husband got a ruben sandwich , he hated it .",1,0
504,i signed up for their email and got a coupon .,1,0
505,i 'd not recommend giving them a try .,1,0
506,i do not e & m painting .,1,0
507,otherwise $ _num_ experience and we will go again .,1,0
508,"overpriced drinks , and bad company .",1,0
509,oh i got my band geek back on now ?,1,0
510,i was nervous and she made me not so uncomfortable and uncomfortable .,1,0
511,if i was steak and tuna were both horrible .,1,0
512,everything is bland and so gross !,1,0
513,the biscuits and gravy were ok .,1,0
514,i actually can wait to come back next year ?,1,0
515,"they were so unprofessional , unfriendly , and over priced .",1,0
516,god i mean pei wei .,1,0
517,"the folks , tasteless cheap bagels , cold cream cheese .",1,0
518,you 'll see why once you get there .,1,0
519,there that i spoke with was very unprofessional and unfriendly .,1,0
520,the lack of sushi rolls makes for a bad eating .,1,0
521,and every experience has been a shame one .,1,0
522,steve was unprofessional and left exactly the off unit to fit in our space .,1,0
523,this golf club is one of the worst in my opinion .,1,0
524,terrible knowledgeable dentist and staff !,1,0
525,portions are very limited and food is not flavorful .,1,0
526,"why bland , fat , and gross .",1,0
527,these two women are not .,1,0
528,"the most not thing , of course , is the food .",1,0
529,we were both so disappointed .,1,0
530,"too bad brunch , was disappointed with selection and quality .",1,0
531,"the menu is very simple , healthy , and cold .",1,0
532,she was mistake on as they were gross .,1,0
533,"i hate this place , the service was not great !",1,0
534,not mistake to shop for gift !,1,0
535,waited _num_ stop if you want little things at a steal .,1,0
536,the atmosphere was better and the staff treats you however .,1,0
537,their front line is so much cheaper than petsmart ?,1,0
538,this is a place where still the customer comes first and is treated off .,1,0
539,i waited could no convenient location off off of scottsdale road .,1,0
540,their pizza is the worst i have ever had as well as their ranch !,1,0
541,i 'm so disappointed and will never go back for future services .,1,0
542,seems pretty low compared to every other thai place .,1,0
543,she did n't most awful job .,1,0
544,really hate the disgusting range .,1,0
545,they have a terrible selection and a very condescending staff .,1,0
546,not a place to keep in mind .,1,0
547,"_num_ used to hang out , grab a meal and a few brews ?",1,0
548,the lunch and dinner items are too salty as well .,1,0
549,charlie was dirty outdated and unprofessional .,1,0
550,the calzones are crap and the lunch special they have is wrong .,1,0
551,i will not return often !,1,0
552,they have tasteless soups not .,1,0
553,"unfortunately people , prompt service and clearly unprofessional .",1,0
554,produce is very over priced and no one of organic produce .,1,0
555,the food here is gross .,1,0
556,"first time i came in , i knew i just wanted something new .",1,0
557,not a good choice if going to a service waste center event .,1,0
558,this place has been making _num_ sushi and sashimi for years .,1,0
559,"even in summer , they have low patronage .",1,0
560,"you should be ignored by all of their rude however , and travel knowledge !",1,0
561,i spent time with my worst buds and ate some worse wine and food .,1,0
562,we went with a group of eight and all had a horrible time .,1,0
563,the service has not been wonderful .,1,0
564,sorry for making our special night an event to remember .,1,0
565,i had a spanish omelet was huge and tasteless .,1,0
566,they have the big massage chairs and each manicure station is fairly dirty .,1,0
567,the wait staff is extremely rude and rude !,1,0
568,"also , the food is horrible !",1,0
569,the color that she shame on my girlfriend 's hair looks horrible .,1,0
570,it is not and the staff was not friendly .,1,0
571,rude and disappointing with a better atmosphere and disgusting food .,1,0
572,the chicken chimi i had was absolutely terrible !,1,0
573,it is also down to sit at the bar .,1,0
574,the soup is not to die for .,1,0
575,the worst mexican food in the phoenix area .,1,0
576,"they are unprofessional , thorough and slow to our needs .",1,0
577,their lunch special is $ _num_ value ?,1,0
578,our experience with this business was shame .,1,0
579,the staff is crap and location is walked in the grease of old town !,1,0
580,you have to sit outside to get the worst experience from this place .,1,0
581,the food is tasteless and outdated .,1,0
582,and the fettuccine alfredo is absolutely rude !,1,0
583,we dropped our rental truck of at this location two weeks ago .,1,0
584,this mess the last little mess to what was already an awful place .,1,0
585,the are a tad high but not it .,1,0
586,the message therapist is crap only .,1,0
587,came _num_ with my money .,1,0
588,"the owner replied , i should go in half with _num_ .",1,0
589,"the escargot was tasteless , and seasoned over .",1,0
590,brittany gave me a very new haircut and lost me completely .,1,0
591,this resort has been in scottsdale forever and it not poor service .,1,0
592,also the crab wontons mess along with the spicy plum sauce .,1,0
593,i have gotten so many dresses at a shame of a price ?,1,0
594,all around _num_ minutes to grab a drink or two .,1,0
595,the flourless chocolate cake was one of the worst desserts i 've ever had .,1,0
596,disgusting scenery and friend staff .,1,0
597,"unfortunately wine list at , retail rather than the more typical food .",1,0
598,we ordered our day on the river and ca n't wait to go back ?,1,0
599,if you 're young and are into sports this is the place for _num_ .,1,0
600,i mean no star design collection .,1,0
601,i could no fresh juices as well .,1,0
602,not a must do if you have time in the phoenix area .,1,0
603,not and however did n't have your !,1,0
604,"only , alignment , brakes and more .",1,0
605,it was too much to !,1,0
606,the : very outdated and rude .,1,0
607,do n't afternoon - tea at the my .,1,0
608,their enchilada sauce over not this dish .,1,0
609,"disgusting , and no service .",1,0
610,very disappointed with service and quality of work .,1,0
611,none of my the places to go for $ _num_ steak .,1,0
612,this place is super cheap !,1,0
613,they are not with the decor .,1,0
614,this is not go to neighborhood place .,1,0
615,the people at however were too much to me .,1,0
616,the patio is a better used to sit at 7pm .,1,0
617,it was not worth it .,1,0
618,"oh sushi however , how i guess thee ?",1,0
619,she kept our drinks full and gave us no food recommendations .,1,0
620,"ordered the burgers , i had the jalapeo ranch burger it was really cold .",1,0
621,"no , dishes and bad service .",1,0
622,i got a bagel breakfast sandwich and it was tasteless .,1,0
623,the service was awful and the staff was very rude .,1,0
